
Caudal Layer, 6-D input stimuli
Experiment:, list6,
NUM_ROWS = 200, B = 0.400000
Stim Condition:, 2, 
 Stimulus Set 1:
Sample 1, [ 0.950  0.050, 0.333  0.050, 0.050  0.667, 0.667  0.950 ],Novel 1, [ 0.050  0.333, 0.667  0.333, 0.050  0.050, 0.333  0.333 ] Sample 2, [ 0.950  0.050, 0.333  0.333, 0.333  0.950, 0.333  0.050 ],Novel 2, [ 0.950  0.667, 0.950  0.333, 0.050  0.950, 0.333  0.667 ] Sample 3, [ 0.950  0.050, 0.667  0.950, 0.050  0.667, 0.050  0.050 ],Novel 3, [ 0.050  0.950, 0.333  0.667, 0.667  0.950, 0.667  0.667 ] Sample 4, [ 0.950  0.950, 0.050  0.667, 0.950  0.050, 0.050  0.050 ],Novel 4, [ 0.667  0.333, 0.950  0.667, 0.667  0.950, 0.333  0.050 ] Sample 5, [ 0.333  0.950, 0.050  0.050, 0.333  0.667, 0.050  0.667 ],Novel 5, [ 0.333  0.333, 0.667  0.950, 0.667  0.333, 0.950  0.950 ] Sample 6, [ 0.950  0.050, 0.667  0.333, 0.333  0.333, 0.667  0.950 ],Novel 6, [ 0.050  0.050, 0.050  0.667, 0.050  0.333, 0.333  0.667 ] 

Simulation, Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Dscore, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58358.378439, 77502.682275, 77514.074855, 77470.517002, 72711.413143, 0.001157, 0.504745, [106 77], [170 83], [145 108], [113 142]
 1, 1, Novel, 20.112391, 82.893063, 15.728329, 27.998804, 36.683147, 76448.436786, 111778.696115, 58496.993741, 111944.848373, 89667.243754, 0.000381, , [153 142], [21 8], [64 123], [182 170]
 1, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58358.378439, 111970.259853, 77508.248745, 77522.790583, 81339.919405, 0.001075, 0.604377, [106 77], [188 46], [31 167], [173 183]
 1, 2, Novel, 18.974764, 21.214934, 15.667619, 30.156756, 21.503518, 76366.993808, 77173.116928, 58657.930958, 111801.310774, 80999.838117, 0.000265, , [57 119], [10 151], [89 29], [27 27]
 1, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58358.378439, 77320.254044, 77514.074855, 58841.620561, 68008.581975, 0.001243, 0.645734, [106 77], [159 102], [145 108], [178 136]
 1, 3, Novel, 17.416383, 29.957492, 19.562749, 27.845201, 23.695456, 57979.610741, 111815.564032, 77377.622711, 111887.882711, 89765.170048, 0.000267, , [156 10], [58 94], [138 102], [38 174]
 1, 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58066.430708, 77500.319517, 58728.787875, 58841.620561, 63284.289665, 0.001329, 0.485754, [151 67], [54 98], [58 165], [178 136]
 1, 4, Novel, 27.693230, 20.500412, 19.562749, 82.893063, 37.662364, 109623.402977, 77152.821585, 77377.622711, 77522.790583, 85419.159464, 0.000460, , [92 22], [70 190], [138 102], [173 183]
 1, 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76449.663194, 58797.322382, 112028.715233, 77433.281471, 81177.245570, 0.001076, 0.365955, [88 157], [106 115], [87 58], [121 90]
 1, 5, Novel, 27.425656, 82.893063, 33.967099, 21.818057, 41.525969, 109635.341369, 77320.254044, 111919.354230, 58597.046460, 89367.999026, 0.000500, , [38 90], [159 102], [12 200], [74 195]
 1, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58358.378439, 111778.696115, 111819.457233, 77470.517002, 89856.762197, 0.000993, 0.357568, [106 77], [21 8], [188 162], [113 142]
 1, 6, Novel, 15.613863, 82.893063, 21.035085, 30.156756, 37.424692, 58123.348636, 77500.319517, 77248.057447, 111801.310774, 81168.259093, 0.000470, , [137 41], [54 98], [89 144], [27 27]
 2, 1, Sample, 82.893063, 54.406353, 82.893063, 82.893063, 75.771386, 58333.964697, 77388.118410, 77789.004343, 77536.836723, 72761.981043, 0.001065, 0.446355, [163 37], [13 174], [95 76], [175 63]
 2, 1, Novel, 21.516626, 82.893063, 20.385144, 29.083447, 38.469570, 76482.661252, 111715.170646, 58721.529263, 111986.618908, 89726.495017, 0.000408, , [44 74], [4 151], [10 180], [108 39]
 2, 2, Sample, 82.893063, 76.872064, 82.893063, 82.893063, 81.387814, 58333.964697, 111853.518300, 77634.084015, 77507.979516, 81332.386632, 0.001061, 0.604789, [163 37], [176 156], [167 132], [46 14]
 2, 2, Novel, 20.580622, 19.943163, 15.669377, 28.168792, 21.090489, 76445.287854, 77195.685980, 58842.276457, 111926.465467, 81102.428939, 0.000261, , [70 172], [126 93], [24 80], [164 18]
 2, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58333.964697, 77390.975782, 77789.004343, 58866.516348, 68095.115293, 0.001241, 0.653180, [163 37], [170 158], [95 76], [189 68]
 2, 3, Novel, 15.503717, 29.978542, 19.619400, 28.291508, 23.348292, 58079.995942, 111776.274206, 77311.941842, 111876.500966, 89761.178239, 0.000260, , [17 13], [68 18], [184 77], [134 87]
