
 1, Sample, 77.821676, 79.701125, 78.982688, 81.401995, 79.476871, 76511.395566, 111854.080796, 77460.344992, 112196.381058, 94505.550603, 0.000869, 0.515822, [40 72], [159 44], [105 39], [191 21]
 1, Novel, 28.519819, 16.833110, 21.899628, 21.693196, 22.236438, 109729.990687, 58614.529250, 77530.343906, 77374.035653, 80812.224874, 0.000277, , [160 140], [166 18], [103 182], [36 152]
 1, Sample, 78.873387, 86621.075899, 0.000911, 0.592369, [172 199]
 1, Novel, 17.192039, 73755.915690, 0.000233,, [186 170]
