
Perirhinal Layer, 24-D input stimuli
Experiment:, list18, 
Stim Condition:, 2, 
 Stimulus Set 1:
Sample 1, [ 0.950 0.950, 0.050 0.667, 0.050 0.950, 0.667 0.333 ],Novel 1, [ 0.950 0.667, 0.667 0.950, 0.333 0.333, 0.050 0.333 ] Sample 2, [ 0.950 0.333, 0.667 0.050, 0.333 0.050, 0.333 0.667 ],Novel 2, [ 0.050 0.333, 0.050 0.050, 0.333 0.950, 0.950 0.050 ] Sample 3, [ 0.333 0.050, 0.333 0.950, 0.667 0.333, 0.050 0.050 ],Novel 3, [ 0.950 0.050, 0.333 0.333, 0.667 0.950, 0.667 0.050 ] Sample 4, [ 0.667 0.667, 0.950 0.333, 0.333 0.950, 0.667 0.050 ],Novel 4, [ 0.950 0.050, 0.333 0.333, 0.667 0.333, 0.050 0.950 ] Sample 5, [ 0.950 0.050, 0.333 0.667, 0.050 0.667, 0.950 0.950 ],Novel 5, [ 0.050 0.050, 0.667 0.050, 0.333 0.050, 0.950 0.667 ] Sample 6, [ 0.667 0.333, 0.667 0.950, 0.950 0.333, 0.050 0.333 ],Novel 6, [ 0.667 0.667, 0.333 0.950, 0.050 0.667, 0.950 0.667 ] Sample 7, [ 0.050 0.667, 0.950 0.667, 0.050 0.333, 0.950 0.950 ],Novel 7, [ 0.667 0.050, 0.333 0.333, 0.050 0.050, 0.667 0.950 ] Sample 8, [ 0.333 0.333, 0.333 0.667, 0.950 0.667, 0.050 0.950 ],Novel 8, [ 0.050 0.667, 0.050 0.050, 0.667 0.950, 0.667 0.050 ] Sample 9, [ 0.667 0.333, 0.667 0.050, 0.950 0.667, 0.333 0.333 ],Novel 9, [ 0.333 0.050, 0.950 0.050, 0.667 0.950, 0.333 0.950 ] Sample 10, [ 0.950 0.667, 0.950 0.050, 0.950 0.333, 0.050 0.667 ],Novel 10, [ 0.950 0.950, 0.667 0.333, 0.050 0.050, 0.333 0.050 ] Sample 11, [ 0.050 0.667, 0.667 0.667, 0.667 0.950, 0.050 0.050 ],Novel 11, [ 0.667 0.333, 0.950 0.950, 0.050 0.950, 0.333 0.333 ] Sample 12, [ 0.667 0.333, 0.333 0.667, 0.050 0.667, 0.333 0.950 ],Novel 12, [ 0.950 0.950, 0.333 0.050, 0.667 0.050, 0.050 0.050 ] Sample 13, [ 0.950 0.950, 0.950 0.333, 0.333 0.667, 0.333 0.950 ],Novel 13, [ 0.050 0.333, 0.050 0.050, 0.667 0.050, 0.050 0.950 ] Sample 14, [ 0.050 0.950, 0.050 0.667, 0.050 0.050, 0.950 0.050 ],Novel 14, [ 0.333 0.667, 0.950 0.333, 0.050 0.333, 0.950 0.950 ] Sample 15, [ 0.667 0.333, 0.050 0.950, 0.950 0.050, 0.667 0.667 ],Novel 15, [ 0.333 0.050, 0.050 0.667, 0.050 0.333, 0.050 0.050 ] Sample 16, [ 0.050 0.050, 0.333 0.333, 0.950 0.050, 0.950 0.333 ],Novel 16, [ 0.667 0.050, 0.333 0.950, 0.050 0.333, 0.333 0.667 ] Sample 17, [ 0.333 0.333, 0.667 0.050, 0.050 0.050, 0.667 0.333 ],Novel 17, [ 0.950 0.950, 0.050 0.667, 0.950 0.333, 0.667 0.667 ] Sample 18, [ 0.050 0.950, 0.667 0.333, 0.333 0.950, 0.950 0.667 ],Novel 18, [ 0.950 0.333, 0.050 0.333, 0.950 0.950, 0.050 0.050 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 4, 1, Sample, 82.893063, 68696.569998, 0.001207, 0.675271, [161 159]
 4, 1, Novel, 18.635450, 79674.887345, 0.000234,, [33 25]
 4, 2, Sample, 82.893063, 79805.225673, 0.001039, 0.636645, [22 45]
 4, 2, Novel, 14.759946, 64006.154610, 0.000231,, [102 29]
 4, 3, Sample, 51.432062, 73838.304405, 0.000697, 0.424695, [156 154]
 4, 3, Novel, 20.749670, 73770.487439, 0.000281,, [51 154]
 4, 4, Sample, 82.893063, 79768.742497, 0.001039, 0.588742, [158 7]
 4, 4, Novel, 19.838933, 73751.761671, 0.000269,, [184 80]
 4, 5, Sample, 82.893063, 68737.979697, 0.001206, 0.543238, [171 27]
 4, 5, Novel, 24.488825, 68610.304902, 0.000357,, [21 74]
 4, 6, Sample, 82.893063, 79788.098819, 0.001039, 0.566510, [154 150]
 4, 6, Novel, 22.896814, 79643.353530, 0.000287,, [167 27]
 4, 7, Sample, 82.893063, 68670.437327, 0.001207, 0.660158, [44 195]
 4, 7, Novel, 18.231018, 73779.323224, 0.000247,, [142 97]
 4, 8, Sample, 82.893063, 79657.862473, 0.001041, 0.628951, [74 194]
 4, 8, Novel, 16.243235, 68526.614346, 0.000237,, [51 159]
 4, 9, Sample, 43.502476, 86569.852740, 0.000503, 0.343132, [54 155]
 4, 9, Novel, 16.847196, 68552.191598, 0.000246,, [197 46]
 4, 10, Sample, 82.893063, 68708.567336, 0.001206, 0.656561, [56 152]
 4, 10, Novel, 17.167671, 68637.622679, 0.000250,, [194 127]
 4, 11, Sample, 82.893063, 73825.295610, 0.001123, 0.625943, [137 115]
 4, 11, Novel, 19.062574, 73796.666037, 0.000258,, [19 169]
 4, 12, Sample, 82.893063, 86643.225637, 0.000957, 0.603328, [171 148]
 4, 12, Novel, 15.153749, 64021.695558, 0.000237,, [76 137]
 4, 13, Sample, 82.893063, 73804.524003, 0.001123, 0.633209, [6 144]
 4, 13, Novel, 16.130071, 63947.494780, 0.000252,, [172 123]
 4, 14, Sample, 82.893063, 60042.748535, 0.001381, 0.536943, [8 99]
 4, 14, Novel, 30.673366, 73744.112912, 0.000416,, [46 196]
 4, 15, Sample, 82.893063, 73812.916048, 0.001123, 0.645897, [96 13]
 4, 15, Novel, 16.585670, 68646.837203, 0.000242,, [75 130]
 4, 16, Sample, 82.893063, 68679.988719, 0.001207, 0.587080, [195 121]
 4, 16, Novel, 25.028592, 79704.154477, 0.000314,, [171 151]
 4, 17, Sample, 82.893063, 79816.408826, 0.001039, 0.600713, [20 72]
 4, 17, Novel, 19.076849, 73639.075694, 0.000259,, [40 144]
 4, 18, Sample, 82.893063, 73770.506711, 0.001124, 0.652189, [7 172]
 4, 18, Novel, 15.145717, 64028.222054, 0.000237,, [111 21]
 5, 1, Sample, 82.893063, 68813.361214, 0.001205, 0.675493, [48 145]
 5, 1, Novel, 18.591745, 79688.069108, 0.000233,, [96 127]
 5, 2, Sample, 56.465187, 79695.409081, 0.000709, 0.509944, [85 37]
 5, 2, Novel, 14.726960, 64044.379928, 0.000230,, [79 158]
 5, 3, Sample, 43.095504, 73812.721672, 0.000584, 0.433966, [107 6]
 5, 3, Novel, 16.991333, 73726.387348, 0.000230,, [183 189]
 5, 4, Sample, 82.893063, 79838.058765, 0.001038, 0.631050, [74 34]
 5, 4, Novel, 17.313748, 73719.621671, 0.000235,, [45 61]
 5, 5, Sample, 50.503858, 68658.655516, 0.000736, 0.345949, [136 71]
 5, 5, Novel, 24.505864, 68557.890026, 0.000357,, [89 43]
 5, 6, Sample, 82.893063, 79775.790718, 0.001039, 0.571918, [104 8]
 5, 6, Novel, 22.566994, 79749.825336, 0.000283,, [47 142]
 5, 7, Sample, 48.012147, 68674.302733, 0.000699, 0.449901, [167 108]
 5, 7, Novel, 19.554270, 73719.480628, 0.000265,, [32 144]
 5, 8, Sample, 82.893063, 79760.963266, 0.001039, 0.609482, [128 28]
 5, 8, Novel, 17.301287, 68611.298920, 0.000252,, [64 36]
 5, 9, Sample, 43.649882, 86566.522601, 0.000504, 0.365259, [192 147]
 5, 9, Novel, 16.077078, 68579.240942, 0.000234,, [169 21]
 5, 10, Sample, 82.893063, 68715.430597, 0.001206, 0.633672, [194 144]
 5, 10, Novel, 18.560685, 68615.963260, 0.000271,, [8 56]
 5, 11, Sample, 82.893063, 73945.259763, 0.001121, 0.601068, [98 99]
 5, 11, Novel, 20.622710, 73832.752349, 0.000279,, [71 35]
 5, 12, Sample, 82.893063, 86738.357717, 0.000956, 0.598783, [138 75]
 5, 12, Novel, 15.353367, 64018.677972, 0.000240,, [176 53]
 5, 13, Sample, 82.893063, 73921.013420, 0.001121, 0.654613, [12 55]
 5, 13, Novel, 14.976987, 63983.050612, 0.000234,, [68 51]
 5, 14, Sample, 82.893063, 60091.771725, 0.001379, 0.523129, [50 92]
 5, 14, Novel, 31.866452, 73784.658001, 0.000432,, [169 107]
 5, 15, Sample, 82.893063, 73820.247108, 0.001123, 0.554197, [37 197]
 5, 15, Novel, 22.102267, 68620.980529, 0.000322,, [108 10]
 5, 16, Sample, 82.893063, 68639.319858, 0.001208, 0.654801, [22 14]
 5, 16, Novel, 20.073467, 79680.649909, 0.000252,, [21 132]
 5, 17, Sample, 82.893063, 79740.179016, 0.001040, 0.610225, [87 42]
 5, 17, Novel, 18.551200, 73723.158199, 0.000252,, [102 166]
 5, 18, Sample, 82.893063, 73939.888329, 0.001121, 0.636623, [165 104]
 5, 18, Novel, 15.942491, 64048.260392, 0.000249,, [51 40]
 6, 1, Sample, 82.893063, 68692.558090, 0.001207, 0.678176, [120 45]
 6, 1, Novel, 18.431687, 79648.232168, 0.000231,, [15 169]
 6, 2, Sample, 82.893063, 79857.782360, 0.001038, 0.609901, [75 84]
 6, 2, Novel, 16.104631, 64028.533052, 0.000252,, [107 45]
 6, 3, Sample, 82.893063, 73848.066870, 0.001122, 0.637048, [60 117]
 6, 3, Novel, 18.344362, 73711.657720, 0.000249,, [29 119]
 6, 4, Sample, 55.962974, 79763.127830, 0.000702, 0.495349, [93 118]
 6, 4, Novel, 17.459578, 73737.170703, 0.000237,, [56 10]
 6, 5, Sample, 50.136301, 68666.262707, 0.000730, 0.344076, [2 169]
 6, 5, Novel, 24.476305, 68692.107971, 0.000356,, [62 87]
 6, 6, Sample, 82.893063, 79734.992618, 0.001040, 0.624717, [32 66]
 6, 6, Novel, 19.125459, 79645.618709, 0.000240,, [126 59]
 6, 7, Sample, 82.893063, 68775.172865, 0.001205, 0.583969, [71 114]
 6, 7, Novel, 23.365250, 73808.202477, 0.000317,, [2 171]
 6, 8, Sample, 82.893063, 79658.030987, 0.001041, 0.593208, [8 193]
 6, 8, Novel, 18.215259, 68556.108723, 0.000266,, [107 45]
 6, 9, Sample, 82.893063, 86675.853585, 0.000956, 0.599445, [91 113]
 6, 9, Novel, 16.428970, 68595.708272, 0.000240,, [200 71]
 6, 10, Sample, 82.893063, 68752.096128, 0.001206, 0.640317, [23 6]
 6, 10, Novel, 18.159141, 68686.521724, 0.000264,, [25 185]
 6, 11, Sample, 82.893063, 73824.975019, 0.001123, 0.632451, [24 103]
 6, 11, Novel, 18.643094, 73744.246144, 0.000253,, [94 121]
 6, 12, Sample, 82.893063, 86646.785810, 0.000957, 0.604900, [200 173]
 6, 12, Novel, 15.085384, 64051.761122, 0.000236,, [59 69]
 6, 13, Sample, 82.893063, 73897.275782, 0.001122, 0.639890, [133 119]
 6, 13, Novel, 15.765413, 64002.148984, 0.000246,, [24 95]
 6, 14, Sample, 82.893063, 60091.495581, 0.001379, 0.531794, [117 109]
 6, 14, Novel, 31.149428, 73876.928012, 0.000422,, [72 112]
 6, 15, Sample, 82.893063, 73790.262117, 0.001123, 0.541504, [86 83]
 6, 15, Novel, 22.925732, 68614.002300, 0.000334,, [59 115]
 6, 16, Sample, 82.893063, 68706.821491, 0.001206, 0.573154, [57 131]
 6, 16, Novel, 26.074426, 79652.027348, 0.000327,, [2 174]
 6, 17, Sample, 82.893063, 79915.493374, 0.001037, 0.635345, [60 88]
 6, 17, Novel, 17.033828, 73646.548636, 0.000231,, [82 33]
 6, 18, Sample, 82.893063, 73884.725280, 0.001122, 0.661402, [46 170]
 6, 18, Novel, 14.627696, 63973.941075, 0.000229,, [54 111]
