
Caudal Layer, 6-D input stimuli
Experiment:, list18,
NUM_ROWS = 200, B = 0.400000
Stim Condition:, 3, 
 Stimulus Set 1:
Sample 1, [ 0.333  0.667, 0.050  0.333, 0.050  0.667, 0.950  0.333 ],Novel 1, [ 0.333  0.950, 0.950  0.950, 0.050  0.950, 0.050  0.050 ] Sample 2, [ 0.333  0.333, 0.333  0.050, 0.950  0.333, 0.667  0.050 ],Novel 2, [ 0.333  0.950, 0.050  0.050, 0.667  0.950, 0.333  0.667 ] Sample 3, [ 0.667  0.050, 0.333  0.050, 0.333  0.333, 0.667  0.333 ],Novel 3, [ 0.950  0.333, 0.950  0.950, 0.050  0.667, 0.050  0.333 ] Sample 4, [ 0.333  0.667, 0.667  0.333, 0.050  0.667, 0.950  0.667 ],Novel 4, [ 0.950  0.333, 0.667  0.667, 0.667  0.050, 0.950  0.050 ] Sample 5, [ 0.333  0.333, 0.667  0.050, 0.950  0.667, 0.667  0.950 ],Novel 5, [ 0.050  0.950, 0.333  0.667, 0.950  0.050, 0.050  0.050 ] Sample 6, [ 0.667  0.333, 0.667  0.950, 0.950  0.950, 0.950  0.667 ],Novel 6, [ 0.333  0.667, 0.667  0.050, 0.050  0.050, 0.333  0.950 ] Sample 7, [ 0.950  0.333, 0.667  0.667, 0.333  0.050, 0.050  0.667 ],Novel 7, [ 0.333  0.950, 0.950  0.950, 0.333  0.667, 0.667  0.950 ] Sample 8, [ 0.667  0.050, 0.950  0.050, 0.667  0.950, 0.950  0.667 ],Novel 8, [ 0.667  0.333, 0.950  0.950, 0.050  0.950, 0.050  0.050 ] Sample 9, [ 0.667  0.667, 0.667  0.333, 0.333  0.950, 0.050  0.667 ],Novel 9, [ 0.333  0.333, 0.050  0.050, 0.950  0.333, 0.050  0.333 ] Sample 10, [ 0.333  0.333, 0.950  0.667, 0.667  0.333, 0.333  0.050 ],Novel 10, [ 0.050  0.667, 0.667  0.667, 0.050  0.333, 0.667  0.050 ] Sample 11, [ 0.333  0.950, 0.333  0.050, 0.667  0.950, 0.050  0.050 ],Novel 11, [ 0.950  0.333, 0.333  0.667, 0.950  0.050, 0.333  0.333 ] Sample 12, [ 0.667  0.050, 0.333  0.950, 0.050  0.667, 0.667  0.667 ],Novel 12, [ 0.333  0.333, 0.950  0.667, 0.333  0.050, 0.950  0.333 ] Sample 13, [ 0.667  0.667, 0.333  0.667, 0.667  0.333, 0.950  0.950 ],Novel 13, [ 0.333  0.950, 0.333  0.333, 0.667  0.050, 0.050  0.050 ] Sample 14, [ 0.050  0.333, 0.950  0.333, 0.667  0.667, 0.950  0.950 ],Novel 14, [ 0.950  0.050, 0.667  0.050, 0.333  0.050, 0.333  0.333 ] Sample 15, [ 0.950  0.950, 0.050  0.050, 0.667  0.333, 0.950  0.333 ],Novel 15, [ 0.050  0.950, 0.667  0.050, 0.950  0.050, 0.667  0.667 ] Sample 16, [ 0.667  0.950, 0.050  0.050, 0.333  0.667, 0.667  0.667 ],Novel 16, [ 0.667  0.050, 0.050  0.667, 0.050  0.333, 0.333  0.333 ] Sample 17, [ 0.050  0.333, 0.333  0.950, 0.333  0.667, 0.950  0.333 ],Novel 17, [ 0.050  0.950, 0.050  0.667, 0.667  0.950, 0.333  0.333 ] Sample 18, [ 0.050  0.950, 0.050  0.050, 0.050  0.667, 0.950  0.050 ],Novel 18, [ 0.333  0.950, 0.333  0.333, 0.950  0.333, 0.667  0.050 ] 

Simulation, Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Dscore, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109663.503256, 77425.277549, 77491.902854, 77818.115978, 85599.699909, 0.000990, 0.131245, [155 184], [40 120], [145 108], [63 151]
 1, 1, Novel, 82.893063, 16.356185, 15.667619, 82.893063, 49.452483, 76587.052956, 58547.297744, 58646.324189, 58649.196161, 63107.467763, 0.000761, , [88 157], [44 11], [89 29], [178 136]
 1, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109892.345010, 77567.687450, 77538.604316, 77608.150305, 85651.696770, 0.000990, 0.016949, [38 90], [170 83], [74 36], [36 29]
 1, 2, Novel, 82.893063, 82.893063, 82.893063, 30.156767, 69.708989, 76587.052956, 58845.126842, 77696.691771, 111596.354519, 81181.306522, 0.000957, , [88 157], [106 115], [138 102], [27 27]
 1, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76772.537184, 77567.687450, 111735.173530, 112154.533853, 94557.483004, 0.000907, 0.146983, [97 148], [170 83], [188 162], [135 98]
 1, 3, Novel, 82.893063, 16.356185, 82.893063, 20.634956, 50.694317, 76545.917506, 58547.297744, 77491.902854, 77234.040750, 72454.789713, 0.000675, , [46 25], [44 11], [145 108], [187 11]
 1, 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109663.503256, 111891.953862, 77491.902854, 77779.266359, 94206.656583, 0.000908, 0.012867, [155 184], [21 8], [145 108], [54 172]
 1, 4, Novel, 82.893063, 82.893063, 23.833966, 82.893063, 68.128289, 76545.917506, 111686.139610, 77319.674818, 58935.038982, 81121.692729, 0.000885, , [46 25], [151 40], [130 90], [196 16]
 1, 5, Sample, 82.893063, 82.893063, 74.798009, 82.893063, 80.869300, 109892.345010, 77509.299601, 77648.473350, 77476.071874, 85631.547459, 0.000964, 0.002457, [38 90], [170 194], [72 196], [113 142]
 1, 5, Novel, 82.893063, 82.893063, 15.168167, 82.893063, 65.961839, 58194.998420, 111780.463079, 58625.117923, 58649.196161, 71812.443896, 0.000960, , [156 10], [58 94], [58 165], [178 136]
 1, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109748.094352, 77348.188043, 58920.716255, 77779.266359, 80949.066253, 0.001075, 0.283468, [92 22], [159 102], [74 191], [54 172]
 1, 6, Novel, 82.893063, 82.893063, 15.728329, 23.605173, 51.279907, 109663.503256, 77509.299601, 58439.522662, 77169.832125, 80695.539411, 0.000600, , [155 184], [170 194], [64 123], [88 29]
 1, 7, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76545.917506, 111686.139610, 77291.410849, 77285.234142, 85702.175527, 0.000993, 0.111818, [46 25], [151 40], [173 183], [121 90]
 1, 7, Novel, 82.893063, 16.356185, 82.893063, 82.893063, 66.258844, 76587.052956, 58547.297744, 112024.579772, 77476.071874, 81158.750587, 0.000793, , [88 157], [44 11], [87 58], [113 142]
 1, 8, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76772.537184, 58758.775451, 77696.691771, 77779.266359, 72751.817691, 0.001156, 0.259991, [97 148], [149 170], [138 102], [54 172]
 1, 8, Novel, 82.893063, 16.356185, 15.667619, 82.893063, 49.452483, 109748.094352, 58547.297744, 58646.324189, 58649.196161, 71397.728112, 0.000679, , [92 22], [44 11], [89 29], [178 136]
 1, 9, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109626.024782, 111891.953862, 77547.783072, 77285.234142, 94087.748965, 0.000910, 0.019510, [108 63], [21 8], [31 167], [121 90]
