
 1, Sample, 82.893063, 76.594320, 82.893063, 82.893063, 81.318377, 109725.448246, 77209.283438, 77604.936807, 77614.877458, 85538.636487, 0.000971, 0.119512, [171 23], [68 90], [46 196], [53 159]
 1, Novel, 76.999205, 26.296906, 15.579226, 78.203947, 49.269821, 76589.542753, 58610.165364, 58744.989368, 58569.704961, 63128.600611, 0.000764, , [196 103], [35 80], [48 59], [199 126]
 2, Sample, 82.893063, 82.893063, 78.071722, 80.390340, 81.062047, 109781.818919, 77366.417407, 77434.019888, 77418.535366, 85500.197895, 0.000968, 0.014835, [180 9], [144 95], [179 103], [152 117]
 2, Novel, 76.999205, 82.893063, 82.893063, 30.590632, 68.343991, 76589.542753, 58640.936687, 77638.451551, 111933.030324, 81200.490329, 0.000940, , [196 103], [142 167], [95 132], [158 126]
 3, Sample, 82.893063, 82.893063, 80.309519, 80.613918, 81.677391, 76657.372202, 77366.417407, 111905.162302, 112007.506734, 94484.114661, 0.000898, 0.118664, [82 159], [144 95], [112 31], [9 113]
 3, Novel, 77.213177, 26.296906, 82.893063, 23.378371, 52.445380, 76527.113063, 58610.165364, 77604.936807, 77229.651471, 72492.966676, 0.000707, , [66 157], [35 80], [46 196], [5 17]
 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109725.448246, 111817.501335, 77604.936807, 77690.805543, 94209.672983, 0.000908, 0.051985, [171 23], [163 56], [46 196], [141 101]
 4, Novel, 77.213177, 81.472794, 18.691902, 75.943754, 63.330407, 76527.113063, 111749.940844, 77243.595295, 58737.959768, 81064.652243, 0.000818, , [66 157], [109 7], [21 24], [121 142]
 5, Sample, 82.893063, 78.262226, 77.110837, 77.542930, 78.952264, 109781.818919, 77428.361219, 77547.194787, 77610.838791, 85592.053429, 0.000940, 0.018237, [180 9], [151 60], [199 139], [9 67]
 5, Novel, 75.698375, 81.677499, 14.945975, 78.203947, 62.631449, 58156.366496, 111504.762114, 58539.667669, 58569.704961, 71692.625310, 0.000906, , [138 63], [13 170], [115 71], [199 126]
 6, Sample, 80.466494, 77.583680, 75.522452, 82.893063, 79.116422, 109685.565871, 77314.421248, 58815.530785, 77690.805543, 80876.580862, 0.001022, 0.259072, [90 169], [124 68], [189 22], [141 101]
 6, Novel, 82.893063, 78.262226, 16.672596, 27.468930, 51.324204, 109725.448246, 77428.361219, 58551.996901, 77430.220509, 80784.006719, 0.000601, , [171 23], [151 60], [199 127], [48 61]
 7, Sample, 77.213177, 81.472794, 77.556712, 82.893063, 79.783937, 76527.113063, 111749.940844, 77323.018108, 77398.780198, 85749.713053, 0.000953, 0.088441, [66 157], [109 7], [150 118], [91 84]
 7, Novel, 76.999205, 26.296906, 82.893063, 77.542930, 65.933026, 76589.542753, 58610.165364, 112109.558100, 77610.838791, 81230.026252, 0.000798, , [196 103], [35 80], [28 71], [9 67]
 8, Sample, 82.893063, 76.235858, 82.893063, 82.893063, 81.228762, 76657.372202, 58758.333304, 77638.451551, 77690.805543, 72686.240650, 0.001128, 0.237210, [82 159], [83 112], [95 132], [141 101]
 8, Novel, 80.466494, 26.296906, 15.579226, 78.203947, 50.136643, 109685.565871, 58610.165364, 58744.989368, 58569.704961, 71402.606391, 0.000696, , [90 169], [35 80], [48 59], [199 126]
 9, Sample, 82.893063, 82.893063, 78.626450, 82.893063, 81.826410, 109683.292429, 111817.501335, 77595.813199, 77398.780198, 94123.846790, 0.000895, 0.014411, [66 31], [163 56], [13 45], [91 84]
 9, Novel, 82.893063, 82.893063, 78.071722, 23.378371, 66.809055, 109781.818919, 58640.936687, 77434.019888, 77229.651471, 80771.606741, 0.000870, , [180 9], [142 167], [179 103], [5 17]
 10, Sample, 82.893063, 79.790688, 82.893063, 78.146282, 80.930774, 109781.818919, 77457.528570, 111941.868410, 77330.438361, 94127.913565, 0.000884, 0.213605, [180 9], [33 81], [187 101], [79 113]
 10, Novel, 19.230063, 81.472794, 21.077955, 80.390340, 50.542788, 76461.861748, 111749.940844, 77357.597921, 77418.535366, 85746.983970, 0.000573, , [183 118], [109 7], [5 13], [152 117]
 11, Sample, 76.999205, 82.893063, 82.893063, 78.203947, 80.247320, 76589.542753, 77366.417407, 77638.451551, 58569.704961, 72541.029168, 0.001120, 0.326218, [196 103], [144 95], [95 132], [199 126]
 11, Novel, 77.213177, 81.677499, 14.945975, 31.184869, 51.255380, 76527.113063, 111504.762114, 58539.667669, 111727.060809, 89574.650914, 0.000569, , [66 157], [13 170], [115 71], [24 45]
 12, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76657.372202, 77242.265338, 77604.936807, 112190.990599, 85923.891236, 0.000990, 0.013467, [82 159], [163 166], [46 196], [167 160]
 12, Novel, 82.893063, 79.790688, 77.556712, 82.893063, 80.783382, 109781.818919, 77457.528570, 77323.018108, 77614.877458, 85544.310764, 0.000964, , [180 9], [33 81], [150 118], [53 159]
 13, Sample, 82.893063, 81.677499, 82.893063, 82.893063, 82.589172, 109683.292429, 111504.762114, 111941.868410, 58904.090452, 98008.503351, 0.000909, 0.118735, [66 31], [13 170], [187 101], [70 197]
 13, Novel, 76.999205, 31.389683, 18.691902, 78.203947, 51.321184, 76589.542753, 111452.314103, 77243.595295, 58569.704961, 80963.789278, 0.000716, , [196 103], [11 3], [21 24], [199 126]
 14, Sample, 82.893063, 77.998656, 82.145328, 82.893063, 81.482528, 76545.300984, 77502.185603, 112122.493064, 58904.090452, 81268.517526, 0.001057, 0.245513, [75 199], [198 21], [152 100], [70 197]
 14, Novel, 15.632703, 78.262226, 77.556712, 31.184869, 50.659128, 58113.431595, 77428.361219, 77323.018108, 111727.060809, 81147.967933, 0.000640, , [42 107], [151 60], [150 118], [24 45]
 15, Sample, 76.090024, 82.893063, 82.893063, 82.893063, 81.192303, 58182.366448, 58640.936687, 111941.868410, 77614.877458, 76595.012251, 0.001132, 0.156102, [143 74], [142 167], [187 101], [53 159]
 15, Novel, 75.698375, 78.262226, 14.945975, 82.893063, 62.949910, 58156.366496, 77428.361219, 58539.667669, 112190.990599, 76578.846496, 0.000827, , [138 63], [151 60], [115 71], [167 160]
 16, Sample, 77.390264, 82.893063, 82.893063, 82.893063, 81.517364, 76611.922533, 58640.936687, 112109.558100, 112190.990599, 89888.351980, 0.000975, 0.340810, [5 127], [142 167], [28 71], [167 160]
 16, Novel, 82.893063, 22.007604, 21.077955, 31.184869, 39.290873, 76657.372202, 77107.451485, 77357.597921, 111727.060809, 85712.370604, 0.000480, , [82 159], [165 148], [5 13], [24 45]
 17, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76545.300984, 77242.265338, 112109.558100, 77614.877458, 85878.000470, 0.000991, 0.149280, [75 199], [163 166], [28 71], [53 159]
 17, Novel, 75.698375, 22.007604, 82.893063, 31.184869, 52.945978, 58156.366496, 77107.451485, 77638.451551, 111727.060809, 81157.332585, 0.000733, , [138 63], [165 148], [95 132], [24 45]
 18, Sample, 75.698375, 82.893063, 82.893063, 75.943754, 79.357064, 58156.366496, 58640.936687, 77604.936807, 58737.959768, 63285.049940, 0.001269, 0.207216, [138 63], [142 167], [46 196], [121 142]
 18, Novel, 76.999205, 31.389683, 78.071722, 80.390340, 66.712737, 76589.542753, 111452.314103, 77434.019888, 77418.535366, 85723.603027, 0.000833, , [196 103], [11 3], [179 103], [152 117]
 1, Sample, 82.893063, 79.620015, 82.893063, 82.893063, 82.074801, 109547.803972, 77348.710021, 77659.363707, 77435.767820, 85497.911380, 0.000981, 0.148021, [67 139], [40 57], [47 191], [179 49]
 1, Novel, 77.222437, 15.366549, 18.533453, 77.885954, 47.252098, 76489.231243, 58527.042099, 58766.230523, 58802.603960, 63146.276956, 0.000728, , [41 93], [128 22], [33 71], [91 25]
 2, Sample, 82.893063, 82.893063, 77.711640, 77.716451, 80.303554, 109575.280672, 77491.035301, 77412.881705, 77408.600736, 85471.949603, 0.000959, 0.006248, [84 172], [33 99], [79 74], [107 23]
 2, Novel, 77.222437, 82.893063, 82.893063, 33.319359, 69.081981, 76489.231243, 58759.428379, 77603.527479, 111822.539349, 81168.681613, 0.000947, , [41 93], [111 166], [88 105], [84 130]
 3, Sample, 82.893063, 82.893063, 80.560352, 80.279462, 81.656485, 76674.568017, 77491.035301, 112009.268196, 111803.779408, 94494.662730, 0.000897, 0.154241, [13 85], [33 99], [101 82], [61 47]
