
Group Intact
Experiment:, list1, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.667 0.333, 0.050 0.667, 0.333 0.950, 0.333 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.050 0.950, 0.050 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 80.877661, 77.547297, 75.651090, 81.382020, 78.864517, 109864.477757, 77157.596371, 77548.015151, 112151.198071, 94180.321838, 0.000861, 0.516459, [141 199], [188 51], [136 80], [39 67]
 1, Novel, 20.434234, 21.230420, 16.615822, 21.087916, 19.842098, 76333.883602, 77299.952178, 58652.652063, 77526.061304, 72453.137287, 0.000274, , [98 22], [135 62], [34 59], [153 194]

Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Win Co-ords
 1, Sample, 79.217283, 86754.307865, 0.000913, 0.581290, [24 64]
 1, Novel, 16.576455, 68558.511052, 0.000242,, [111 14]
