
Group Intact
Experiment:, list1, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.667 0.333, 0.050 0.667, 0.333 0.950, 0.333 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.050, 0.050 0.950, 0.050 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 80.852350, 78.034186, 77.713169, 81.459355, 79.514765, 109437.826954, 77527.390072, 77435.206996, 112120.503029, 94130.231763, 0.000869, 0.535219, [186 67], [153 38], [118 132], [184 148]
 1, Novel, 22.388493, 19.192361, 14.307542, 20.654973, 19.135842, 76615.989054, 77113.519060, 58557.105269, 77433.735826, 72430.087302, 0.000263, , [172 183], [22 39], [63 25], [31 101]

Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Win Co-ords
 1, Sample, 79.007381, 86765.980881, 0.000911, 0.572133, [76 2]
 1, Novel, 17.004367, 68615.538537, 0.000248,, [190 130]
