rat,half,dPrime,controlLesion,ambiguity
1,1,4.61575021965359,1,1
2,1,3.97752575102428,1,1
3,1,4.61575021965359,1,1
4,1,3.98484682305701,1,1
5,1,4.23580504552988,1,1
6,1,4.23580504552988,1,1
7,1,3.60212229212185,1,1
8,1,4.23042366169481,1,1
9,1,4.23580504552988,1,1
10,1,3.98343163364375,1,1
11,1,4.22089923539762,1,1
12,1,3.98343163364375,1,1
13,1,4.61575021965359,1,1
14,1,3.96159380440484,1,1
15,1,3.62095890673959,1,1
16,1,2.62210345458697,1,1
17,1,3.78519594615895,1,1
18,1,3.98343163364375,1,1
19,1,3.78529133575194,1,1
20,1,4.60923677761831,1,1
21,1,3.61374500138063,1,1
22,1,3.61671178238114,1,1
23,1,3.96159380440484,1,1
24,1,3.78529133575194,1,1
25,1,4.23580504552988,1,1
26,1,4.23427654464943,1,1
27,1,3.97409077875956,1,1
28,1,4.23042366169481,1,1
29,1,3.98343163364375,1,1
30,1,4.61575021965359,1,1
31,1,3.98484682305701,1,1
32,1,4.23042366169481,1,1
33,1,4.60923677761831,1,1
34,1,3.96159380440484,1,1
35,1,3.98484682305701,1,1
36,1,4.23427654464943,1,1
37,1,4.23580504552988,1,1
38,1,3.97409077875956,1,1
39,1,3.98176879252058,1,1
40,1,3.98484682305701,1,1
41,1,4.60923677761831,1,1
42,1,4.60923677761831,1,1
43,1,3.78529133575194,1,1
44,1,4.23427654464943,1,1
45,1,3.98484682305701,1,1
46,1,3.97409077875956,1,1
47,1,4.23042366169481,1,1
48,1,4.23710016122865,1,1
49,1,4.23042366169481,1,1
50,1,4.23580504552988,1,1
1,1,3.76558728836607,1,2
2,1,1.18179428850213,1,2
3,1,1.63632326502122,1,2
4,1,3.47411908798324,1,2
5,1,2.24452083469517,1,2
6,1,2.96737118731749,1,2
7,1,3.78529133575194,1,2
8,1,3.62095890673959,1,2
9,1,3.61997449280183,1,2
10,1,1.8355667760155,1,2
11,1,2.40243553761071,1,2
12,1,3.33021359031192,1,2
13,1,3.04530415203335,1,2
14,1,3.08771043584421,1,2
15,1,3.78766878416854,1,2
16,1,3.60212229212185,1,2
17,1,3.98176879252058,1,2
18,1,3.78529133575194,1,2
19,1,3.3155374338517,1,2
20,1,3.61374500138063,1,2
21,1,3.62095890673959,1,2
22,1,3.60212229212185,1,2
23,1,3.60212229212185,1,2
24,1,3.21658541318754,1,2
25,1,3.98176879252058,1,2
26,1,3.60212229212185,1,2
27,1,3.60212229212185,1,2
28,1,3.3155374338517,1,2
29,1,3.61374500138063,1,2
30,1,1.91870837714155,1,2
31,1,3.42041876294309,1,2
32,1,3.46952695474043,1,2
33,1,3.58481218851584,1,2
34,1,3.33021359031192,1,2
35,1,3.29426747787957,1,2
36,1,3.76558728836607,1,2
37,1,2.41606716906648,1,2
38,1,3.58481218851584,1,2
39,1,3.08771043584421,1,2
40,1,3.61374500138063,1,2
41,1,3.61997449280183,1,2
42,1,3.21690028909257,1,2
43,1,3.58481218851584,1,2
44,1,3.3155374338517,1,2
45,1,3.77799463834873,1,2
46,1,3.78529133575194,1,2
47,1,2.04429792119723,1,2
48,1,3.45924008745318,1,2
49,1,3.45924008745318,1,2
50,1,3.33021359031192,1,2
1,1,3.2297571925252,2,1
2,1,3.23710305355363,2,1
3,1,4.61575021965359,2,1
4,1,4.61866966142444,2,1
5,1,2.86658087884442,2,1
6,1,1.88225965300123,2,1
7,1,4.58517948896251,2,1
8,1,4.60923677761831,2,1
9,1,3.98343163364375,2,1
10,1,3.24019111891557,2,1
11,1,4.61866966142444,2,1
12,1,2.45236632869019,2,1
13,1,2.86980556025157,2,1
14,1,2.88205350250209,2,1
15,1,2.86547693896031,2,1
16,1,4.61575021965359,2,1
17,1,4.60923677761831,2,1
18,1,4.61866966142444,2,1
19,1,4.60923677761831,2,1
20,1,4.61575021965359,2,1
21,1,4.56731774460614,2,1
22,1,4.60923677761831,2,1
23,1,3.2297571925252,2,1
24,1,3.24019111891557,2,1
25,1,4.61575021965359,2,1
26,1,4.61866966142444,2,1
27,1,2.88205350250209,2,1
28,1,4.22089923539762,2,1
29,1,4.59908592965812,2,1
30,1,4.60923677761831,2,1
31,1,3.23710305355363,2,1
32,1,4.59908592965812,2,1
33,1,4.60923677761831,2,1
34,1,4.61575021965359,2,1
35,1,4.58517948896251,2,1
36,1,3.24001261093285,2,1
37,1,3.24001261093285,2,1
38,1,4.60923677761831,2,1
39,1,4.23580504552988,2,1
40,1,4.60923677761831,2,1
41,1,3.24001261093285,2,1
42,1,2.85807878037701,2,1
43,1,2.87775142923891,2,1
44,1,4.6179655893906,2,1
45,1,4.61866966142444,2,1
46,1,2.15261702628147,2,1
47,1,2.50340344407715,2,1
48,1,3.24019111891557,2,1
49,1,4.22089923539762,2,1
50,1,4.61575021965359,2,1
1,1,4.58517948896251,2,2
2,1,2.63877014308263,2,2
3,1,4.60923677761831,2,2
4,1,4.23042366169481,2,2
5,1,4.61575021965359,2,2
6,1,4.60923677761831,2,2
7,1,4.61866966142444,2,2
8,1,2.88276867822438,2,2
9,1,4.61575021965359,2,2
10,1,4.23580504552988,2,2
11,1,4.59908592965812,2,2
12,1,4.23710016122865,2,2
13,1,1.86842557497036,2,2
14,1,4.58517948896251,2,2
15,1,4.60923677761831,2,2
16,1,4.60923677761831,2,2
17,1,4.60923677761831,2,2
18,1,4.60923677761831,2,2
19,1,3.98343163364375,2,2
20,1,2.61562265637155,2,2
21,1,4.60923677761831,2,2
22,1,1.9867800141779,2,2
23,1,3.97409077875956,2,2
24,1,2.64290477928021,2,2
25,1,3.98176879252058,2,2
26,1,3.24019111891557,2,2
27,1,4.23042366169481,2,2
28,1,4.23580504552988,2,2
29,1,4.23580504552988,2,2
30,1,4.23042366169481,2,2
31,1,4.23042366169481,2,2
32,1,4.23580504552988,2,2
33,1,3.98484682305701,2,2
34,1,4.59908592965812,2,2
35,1,4.23580504552988,2,2
36,1,4.23042366169481,2,2
37,1,2.85270993677862,2,2
38,1,2.86547693896031,2,2
39,1,4.60923677761831,2,2
40,1,3.61374500138063,2,2
41,1,4.59908592965812,2,2
42,1,2.63072274375413,2,2
43,1,4.23580504552988,2,2
44,1,4.23710016122865,2,2
45,1,4.22089923539762,2,2
46,1,3.77799463834873,2,2
47,1,4.60923677761831,2,2
48,1,4.60923677761831,2,2
49,1,3.77782430273329,2,2
50,1,4.59908592965812,2,2
1,2,2.87028999156758,1,1
2,2,3.90477574686145,1,1
3,2,3.50425401879111,1,1
4,2,2.61562265637155,1,1
5,2,3.98484682305701,1,1
6,2,3.98484682305701,1,1
7,2,3.82250495021713,1,1
8,2,4.20221617602431,1,1
9,2,4.23580504552988,1,1
10,2,4.20221617602431,1,1
11,2,4.54757616279058,1,1
12,2,2.04284484990063,1,1
13,2,3.65474397878699,1,1
14,2,3.7230778972707,1,1
15,2,4.16450613848838,1,1
16,2,4.54757616279058,1,1
17,2,4.54757616279058,1,1
18,2,3.56764129421383,1,1
19,2,3.61374500138063,1,1
20,2,4.60923677761831,1,1
21,2,4.23580504552988,1,1
22,2,3.85733600129437,1,1
23,2,4.07394712622474,1,1
24,2,3.78529133575194,1,1
25,2,1.88225965300123,1,1
26,2,2.12264152926639,1,1
27,2,4.04800864740507,1,1
28,2,4.20221617602431,1,1
29,2,4.20221617602431,1,1
30,2,4.26559571443272,1,1
31,2,3.98484682305701,1,1
32,2,3.74344810842786,1,1
33,2,3.98484682305701,1,1
34,2,3.7230778972707,1,1
35,2,3.98484682305701,1,1
36,2,3.69107892509719,1,1
37,2,3.98484682305701,1,1
38,2,4.04800864740507,1,1
39,2,3.82250495021713,1,1
40,2,3.98484682305701,1,1
41,2,3.98484682305701,1,1
42,2,4.23580504552988,1,1
43,2,4.23580504552988,1,1
44,2,3.69107892509719,1,1
45,2,4.60923677761831,1,1
46,2,3.85545126163438,1,1
47,2,3.56764129421383,1,1
48,2,4.01838060860567,1,1
49,2,4.20221617602431,1,1
50,2,4.23580504552988,1,1
1,2,2.26956831733628,1,2
2,2,3.78529133575194,1,2
3,2,3.50425401879111,1,2
4,2,1.64223279982636,1,2
5,2,1.94631326716624,1,2
6,2,2.37988584189773,1,2
7,2,3.3155374338517,1,2
8,2,3.90477574686145,1,2
9,2,1.79977484177872,1,2
10,2,1.91679077889095,1,2
11,2,1.96960730703129,1,2
12,2,1.8670380356866,1,2
13,2,0.566827351176204,1,2
14,2,1.78731149459056,1,2
15,2,1.46489830304801,1,2
16,2,3.36491302989642,1,2
17,2,0.842256793197131,1,2
18,2,2.24452083469517,1,2
19,2,2.24452083469517,1,2
20,2,3.78529133575194,1,2
21,2,2.37988584189773,1,2
22,2,3.65474397878699,1,2
23,2,1.0169649561798,1,2
24,2,1.48294083140085,1,2
25,2,3.50425401879111,1,2
26,2,1.34233482313376,1,2
27,2,3.65474397878699,1,2
28,2,1.58405208547229,1,2
29,2,3.3155374338517,1,2
30,2,1.60225096092411,1,2
31,2,1.85919736154136,1,2
32,2,2.04284484990063,1,2
33,2,3.40864349726609,1,2
34,2,1.3161783882557,1,2
35,2,3.23277461688477,1,2
36,2,3.03727418524284,1,2
37,2,4.23580504552988,1,2
38,2,1.98713288950518,1,2
39,2,3.69649921566592,1,2
40,2,1.58405208547229,1,2
41,2,1.91679077889095,1,2
42,2,2.3541537031001,1,2
43,2,1.98713288950518,1,2
44,2,1.88225965300123,1,2
45,2,3.82250495021713,1,2
46,2,1.480726053589,1,2
47,2,1.4902213777644,1,2
48,2,1.58405208547229,1,2
49,2,2.61562265637155,1,2
50,2,1.62396802756468,1,2
1,2,4.54757616279058,2,1
2,2,4.65740487466563,2,1
3,2,4.63490201185359,2,1
4,2,4.29183079852385,2,1
5,2,4.60923677761831,2,1
6,2,3.98484682305701,2,1
7,2,4.54757616279058,2,1
8,2,4.23580504552988,2,1
9,2,2.50161291749707,2,1
10,2,4.63490201185359,2,1
11,2,4.65740487466563,2,1
12,2,4.65740487466563,2,1
13,2,3.74344810842786,2,1
14,2,4.01838060860567,2,1
15,2,3.90477574686145,2,1
16,2,4.63490201185359,2,1
17,2,3.78529133575194,2,1
18,2,3.69107892509719,2,1
19,2,4.23580504552988,2,1
20,2,3.82250495021713,2,1
21,2,4.12225569806701,2,1
22,2,3.98484682305701,2,1
23,2,4.54757616279058,2,1
24,2,4.01838060860567,2,1
25,2,4.01838060860567,2,1
26,2,4.29183079852385,2,1
27,2,3.65474397878699,2,1
28,2,4.54757616279058,2,1
29,2,3.94710956783696,2,1
30,2,2.86658087884442,2,1
31,2,4.04800864740507,2,1
32,2,2.85915530001041,2,1
33,2,2.05380598737254,2,1
34,2,4.26559571443272,2,1
35,2,4.16450613848838,2,1
36,2,4.23580504552988,2,1
37,2,3.98484682305701,2,1
38,2,2.86658087884442,2,1
39,2,3.61374500138063,2,1
40,2,3.98484682305701,2,1
41,2,4.60923677761831,2,1
42,2,2.58816237309326,2,1
43,2,4.23580504552988,2,1
44,2,4.31468298262939,2,1
45,2,3.85545126163438,2,1
46,2,4.31468298262939,2,1
47,2,3.65474397878699,2,1
48,2,4.63490201185359,2,1
49,2,4.54757616279058,2,1
50,2,4.63490201185359,2,1
1,2,3.5158545352932,2,2
2,2,3.82250495021713,2,2
3,2,3.3155374338517,2,2
4,2,4.20221617602431,2,2
5,2,4.63490201185359,2,2
6,2,3.78529133575194,2,2
7,2,4.04800864740507,2,2
8,2,4.65740487466563,2,2
9,2,3.82250495021713,2,2
10,2,3.45924008745318,2,2
11,2,3.94710956783696,2,2
12,2,4.26559571443272,2,2
13,2,3.82250495021713,2,2
14,2,4.54757616279058,2,2
15,2,3.78529133575194,2,2
16,2,4.23580504552988,2,2
17,2,3.78529133575194,2,2
18,2,3.78529133575194,2,2
19,2,3.94710956783696,2,2
20,2,4.23580504552988,2,2
21,2,4.23580504552988,2,2
22,2,3.57933762667263,2,2
23,2,3.5441521370273,2,2
24,2,3.85545126163438,2,2
25,2,4.63490201185359,2,2
26,2,4.01838060860567,2,2
27,2,3.94710956783696,2,2
28,2,4.60923677761831,2,2
29,2,3.98484682305701,2,2
30,2,4.20221617602431,2,2
31,2,3.94710956783696,2,2
32,2,3.98484682305701,2,2
33,2,3.78529133575194,2,2
34,2,3.94710956783696,2,2
35,2,3.98484682305701,2,2
36,2,3.74344810842786,2,2
37,2,4.04800864740507,2,2
38,2,3.69649921566592,2,2
39,2,3.98484682305701,2,2
40,2,4.23580504552988,2,2
41,2,4.58021496624974,2,2
42,2,4.60923677761831,2,2
43,2,4.60923677761831,2,2
44,2,4.01838060860567,2,2
45,2,3.90477574686145,2,2
46,2,3.65474397878699,2,2
47,2,4.23580504552988,2,2
48,2,4.23580504552988,2,2
49,2,4.51098160319111,2,2
50,2,4.58021496624974,2,2
