
Caudal Layer, 6-D input stimuli
Experiment:, list12,
NUM_ROWS = 200, B = 0.400000
Stim Condition:, 2, 
 Stimulus Set 1:
Sample 1, [ 0.333  0.050, 0.950  0.667, 0.333  0.950, 0.333  0.667 ],Novel 1, [ 0.950  0.050, 0.667  0.667, 0.050  0.333, 0.950  0.333 ] Sample 2, [ 0.050  0.950, 0.667  0.050, 0.050  0.667, 0.050  0.050 ],Novel 2, [ 0.950  0.950, 0.050  0.333, 0.950  0.667, 0.667  0.950 ] Sample 3, [ 0.950  0.667, 0.667  0.333, 0.667  0.050, 0.050  0.333 ],Novel 3, [ 0.950  0.950, 0.333  0.950, 0.050  0.050, 0.667  0.667 ] Sample 4, [ 0.050  0.333, 0.950  0.050, 0.333  0.667, 0.950  0.950 ],Novel 4, [ 0.050  0.050, 0.050  0.667, 0.667  0.667, 0.050  0.950 ] Sample 5, [ 0.333  0.950, 0.333  0.667, 0.050  0.950, 0.050  0.050 ],Novel 5, [ 0.667  0.950, 0.950  0.950, 0.667  0.050, 0.950  0.050 ] Sample 6, [ 0.333  0.333, 0.050  0.333, 0.667  0.950, 0.333  0.667 ],Novel 6, [ 0.950  0.950, 0.050  0.050, 0.667  0.333, 0.050  0.667 ] Sample 7, [ 0.050  0.950, 0.050  0.050, 0.667  0.667, 0.333  0.667 ],Novel 7, [ 0.667  0.050, 0.050  0.667, 0.050  0.333, 0.950  0.950 ] Sample 8, [ 0.050  0.050, 0.667  0.667, 0.050  0.950, 0.950  0.667 ],Novel 8, [ 0.950  0.333, 0.333  0.667, 0.667  0.050, 0.333  0.050 ] Sample 9, [ 0.950  0.667, 0.050  0.333, 0.667  0.333, 0.050  0.667 ],Novel 9, [ 0.950  0.050, 0.333  0.950, 0.950  0.333, 0.667  0.950 ] Sample 10, [ 0.050  0.950, 0.333  0.333, 0.333  0.950, 0.050  0.667 ],Novel 10, [ 0.667  0.050, 0.050  0.050, 0.667  0.950, 0.667  0.667 ] Sample 11, [ 0.950  0.333, 0.333  0.050, 0.333  0.333, 0.050  0.950 ],Novel 11, [ 0.667  0.667, 0.950  0.950, 0.950  0.050, 0.333  0.950 ] Sample 12, [ 0.050  0.050, 0.667  0.667, 0.333  0.333, 0.333  0.050 ],Novel 12, [ 0.950  0.667, 0.950  0.333, 0.667  0.950, 0.667  0.050 ] 

Simulation, Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Dscore, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, 1, Sample, 82.893063, 49.155546, 82.893063, 82.893063, 74.458684, 76852.942046, 77208.154581, 77704.033844, 112025.129640, 85947.565028, 0.000880, 0.377238, [162 102], [70 188], [31 167], [27 27]
 1, 1, Novel, 16.494041, 82.893063, 21.035085, 22.715735, 35.784481, 58066.057402, 111677.288762, 77216.378715, 77303.757022, 81065.870475, 0.000398, , [106 77], [72 192], [89 144], [63 151]
 1, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58255.669357, 77563.018546, 77517.841751, 58883.183789, 68054.928361, 0.001242, 0.443607, [156 10], [170 194], [145 108], [178 136]
 1, 2, Novel, 16.487874, 82.893063, 22.990598, 20.468920, 35.710114, 57852.912135, 77601.892110, 77407.742925, 77283.443310, 72536.497620, 0.000479, , [151 67], [40 120], [73 196], [113 142]
 1, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76389.380776, 111899.843915, 77394.507077, 77620.231455, 85825.990806, 0.000991, 0.578869, [57 119], [21 8], [130 90], [187 11]
 1, 3, Novel, 16.487874, 19.642474, 15.728329, 27.845201, 19.925969, 57852.912135, 77198.335746, 58455.823914, 111803.951468, 76327.755816, 0.000264, , [151 67], [148 99], [64 123], [38 174]
 1, 4, Sample, 82.893063, 82.893063, 82.893063, 60.995766, 77.418739, 76791.053276, 58751.471149, 112083.352426, 58615.359167, 76560.309005, 0.001068, 0.053430, [153 142], [149 170], [87 58], [73 194]
 1, 4, Novel, 82.893063, 20.947669, 82.893063, 82.893063, 67.406715, 58502.510842, 77338.108074, 112130.953972, 58776.000087, 76686.893243, 0.000959, , [137 41], [54 98], [26 105], [86 26]
 1, 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76473.688930, 111814.463428, 58910.650580, 58883.183789, 76520.496682, 0.001160, 0.420051, [88 157], [58 94], [89 29], [178 136]
 1, 5, Novel, 19.159069, 16.356185, 82.893063, 17.141612, 33.887483, 76222.095346, 58444.211481, 77394.507077, 58549.478065, 67652.572992, 0.000474, , [158 146], [44 11], [130 90], [196 16]
 1, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109914.194801, 77601.892110, 77587.222528, 112025.129640, 94282.109770, 0.000908, 0.018133, [38 90], [40 120], [138 102], [27 27]
 1, 6, Novel, 16.487874, 82.893063, 82.893063, 82.893063, 66.291766, 57852.912135, 58860.985539, 111980.227820, 77627.819115, 76580.486152, 0.000875, , [151 67], [106 115], [12 200], [121 90]
 1, 7, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58255.669357, 58860.985539, 112130.953972, 112025.129640, 85318.184627, 0.001078, 0.392423, [156 10], [106 115], [26 105], [27 27]
 1, 7, Novel, 22.736615, 20.947669, 21.035085, 60.995766, 31.428784, 76569.585183, 77338.108074, 77216.378715, 58615.359167, 72434.857784, 0.000470, , [97 148], [54 98], [89 144], [73 194]
 1, 8, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58502.510842, 111677.288762, 58910.650580, 77428.074474, 76629.631164, 0.001159, 0.077959, [137 41], [72 192], [89 29], [77 196]
 1, 8, Novel, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76450.008563, 111814.463428, 77394.507077, 77506.228716, 85791.301946, 0.000992, , [46 25], [58 94], [130 90], [173 183]
