
Perirhinal Layer, 24-D input stimuli
Experiment:, list12, 
Stim Condition:, 2, 
 Stimulus Set 1:
Sample 1, [ 0.333 0.050, 0.950 0.667, 0.333 0.950, 0.333 0.667 ],Novel 1, [ 0.950 0.050, 0.667 0.667, 0.050 0.333, 0.950 0.333 ] Sample 2, [ 0.050 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.050 ],Novel 2, [ 0.950 0.950, 0.050 0.333, 0.950 0.667, 0.667 0.950 ] Sample 3, [ 0.950 0.667, 0.667 0.333, 0.667 0.050, 0.050 0.333 ],Novel 3, [ 0.950 0.950, 0.333 0.950, 0.050 0.050, 0.667 0.667 ] Sample 4, [ 0.050 0.333, 0.950 0.050, 0.333 0.667, 0.950 0.950 ],Novel 4, [ 0.050 0.050, 0.050 0.667, 0.667 0.667, 0.050 0.950 ] Sample 5, [ 0.333 0.950, 0.333 0.667, 0.050 0.950, 0.050 0.050 ],Novel 5, [ 0.667 0.950, 0.950 0.950, 0.667 0.050, 0.950 0.050 ] Sample 6, [ 0.333 0.333, 0.050 0.333, 0.667 0.950, 0.333 0.667 ],Novel 6, [ 0.950 0.950, 0.050 0.050, 0.667 0.333, 0.050 0.667 ] Sample 7, [ 0.050 0.950, 0.050 0.050, 0.667 0.667, 0.333 0.667 ],Novel 7, [ 0.667 0.050, 0.050 0.667, 0.050 0.333, 0.950 0.950 ] Sample 8, [ 0.050 0.050, 0.667 0.667, 0.050 0.950, 0.950 0.667 ],Novel 8, [ 0.950 0.333, 0.333 0.667, 0.667 0.050, 0.333 0.050 ] Sample 9, [ 0.950 0.667, 0.050 0.333, 0.667 0.333, 0.050 0.667 ],Novel 9, [ 0.950 0.050, 0.333 0.950, 0.950 0.333, 0.667 0.950 ] Sample 10, [ 0.050 0.950, 0.333 0.333, 0.333 0.950, 0.050 0.667 ],Novel 10, [ 0.667 0.050, 0.050 0.050, 0.667 0.950, 0.667 0.667 ] Sample 11, [ 0.950 0.333, 0.333 0.050, 0.333 0.333, 0.050 0.950 ],Novel 11, [ 0.667 0.667, 0.950 0.950, 0.950 0.050, 0.333 0.950 ] Sample 12, [ 0.050 0.050, 0.667 0.667, 0.333 0.333, 0.333 0.050 ],Novel 12, [ 0.950 0.667, 0.950 0.333, 0.667 0.950, 0.667 0.050 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 5, 1, Novel, 16.851964, 73696.221321, 0.000229,, [34 67]
 5, 2, Sample, 50.493687, 64302.396248, 0.000785, 0.527402, [4 60]
 5, 2, Novel, 16.660696, 68571.589705, 0.000243,, [85 191]
 5, 3, Sample, 82.893063, 79713.904043, 0.001040, 0.584121, [103 177]
 5, 3, Novel, 18.716507, 68558.576338, 0.000273,, [197 161]
 5, 4, Sample, 48.641347, 68706.227165, 0.000708, 0.369149, [102 111]
 5, 4, Novel, 22.409345, 68697.936344, 0.000326,, [74 183]
 5, 5, Sample, 82.893063, 68975.803630, 0.001202, 0.651976, [3 65]
 5, 5, Novel, 16.186242, 63932.199505, 0.000253,, [106 179]
 5, 6, Sample, 82.893063, 86828.331915, 0.000955, 0.377404, [72 184]
 5, 6, Novel, 29.627520, 68658.327010, 0.000432,, [38 6]
 5, 7, Sample, 42.631803, 73924.417159, 0.000577, 0.396591, [86 65]
 5, 7, Novel, 17.088525, 68582.974503, 0.000249,, [130 22]
 5, 8, Sample, 82.893063, 68876.899232, 0.001203, 0.651349, [100 107]
 5, 8, Novel, 20.215592, 79559.054974, 0.000254,, [62 150]
 5, 9, Sample, 43.831605, 79718.430866, 0.000550, 0.387506, [38 6]
 5, 9, Novel, 16.621388, 68481.200011, 0.000243,, [9 145]
 5, 10, Sample, 82.893063, 74147.605169, 0.001118, 0.537269, [84 62]
 5, 10, Novel, 24.833205, 73795.986129, 0.000337,, [73 186]
 5, 11, Sample, 82.893063, 73915.313504, 0.001121, 0.643056, [35 4]
 5, 11, Novel, 16.686646, 68491.722968, 0.000244,, [94 36]
 5, 12, Sample, 82.893063, 79850.841565, 0.001038, 0.627537, [188 6]
 5, 12, Novel, 17.522312, 73756.646718, 0.000238,, [130 174]
 6, 1, Sample, 41.961432, 79742.732538, 0.000526, 0.368186, [154 188]
 6, 1, Novel, 17.923254, 73758.758846, 0.000243,, [137 77]
 6, 2, Sample, 39.517955, 64278.378614, 0.000615, 0.449160, [38 38]
 6, 2, Novel, 16.010465, 68511.718581, 0.000234,, [82 33]
 6, 3, Sample, 82.893063, 79800.957785, 0.001039, 0.620487, [107 139]
 6, 3, Novel, 16.677239, 68553.999565, 0.000243,, [155 45]
 6, 4, Sample, 82.893063, 68830.580095, 0.001204, 0.566219, [52 126]
 6, 4, Novel, 22.881233, 68600.070364, 0.000334,, [157 110]
 6, 5, Sample, 82.893063, 68858.561669, 0.001204, 0.670930, [37 34]
 6, 5, Novel, 15.164749, 63965.421021, 0.000237,, [100 45]
 6, 6, Sample, 82.893063, 86696.747129, 0.000956, 0.378866, [155 111]
 6, 6, Novel, 29.569401, 68653.713799, 0.000431,, [191 141]
 6, 7, Sample, 42.698245, 73875.527566, 0.000578, 0.444472, [134 20]
 6, 7, Novel, 15.240575, 68563.899793, 0.000222,, [68 197]
 6, 8, Sample, 82.893063, 68810.752430, 0.001205, 0.683626, [157 186]
 6, 8, Novel, 18.021860, 79612.872290, 0.000226,, [25 145]
 6, 9, Sample, 43.663965, 79694.259157, 0.000548, 0.398749, [191 141]
 6, 9, Novel, 16.119458, 68444.514684, 0.000236,, [86 83]
 6, 10, Sample, 82.893063, 74032.953893, 0.001120, 0.564922, [133 16]
 6, 10, Novel, 22.960988, 73760.288610, 0.000311,, [158 110]
 6, 11, Sample, 82.893063, 73947.729998, 0.001121, 0.658532, [187 140]
 6, 11, Novel, 15.806952, 68490.295078, 0.000231,, [65 197]
 6, 12, Sample, 82.893063, 79864.724043, 0.001038, 0.614348, [194 90]
 6, 12, Novel, 18.283643, 73739.561983, 0.000248,, [77 96]
