
 1, Sample, 82.893063, 82.893063, 76.050489, 82.893063, 81.182420, 58171.267854, 77286.262075, 58809.808389, 111986.843038, 76563.545339, 0.001133, 0.162303, [143 74], [165 148], [48 59], [9 113]
 1, Novel, 76.964263, 77.583680, 27.156785, 78.518885, 65.055903, 76545.839631, 77393.464696, 111838.617152, 77376.490369, 85788.602962, 0.000816, , [28 49], [124 68], [112 31], [5 17]
 2, Sample, 77.213177, 82.893063, 77.556712, 81.963416, 79.906592, 76586.830310, 77405.647541, 77382.819468, 112092.940189, 85867.059377, 0.000953, 0.139604, [66 157], [151 60], [150 118], [158 126]
 2, Novel, 21.308558, 13.834174, 82.893063, 75.943754, 48.494887, 76466.207278, 58389.455851, 77568.458079, 58680.075817, 67776.049256, 0.000720, , [75 199], [142 167], [13 45], [121 142]
 3, Sample, 78.397630, 78.694305, 80.182228, 82.893063, 80.041807, 76655.705334, 77342.256635, 111821.647935, 58637.593999, 81114.300976, 0.001043, 0.010064, [15 79], [163 166], [187 101], [199 126]
 3, Novel, 76.281021, 82.651889, 77.229638, 80.390340, 79.138222, 58222.761667, 111445.489687, 77459.246816, 77375.514525, 81125.753174, 0.001022, , [42 107], [11 3], [95 132], [152 117]
 4, Sample, 80.039538, 82.893063, 82.893063, 80.390340, 81.554001, 109571.119549, 77532.996555, 77568.458079, 77375.514525, 85512.022177, 0.000977, -0.022035, [66 31], [198 21], [13 45], [152 117]
 4, Novel, 76.281021, 82.651889, 80.182228, 77.267577, 79.095679, 58222.761667, 111445.489687, 111821.647935, 58783.573012, 85068.368075, 0.001021, , [42 107], [11 3], [187 101], [53 58]
 5, Sample, 76.281021, 82.893063, 82.893063, 82.893063, 81.240053, 58222.761667, 111680.441736, 77587.647922, 58837.879129, 76582.182613, 0.001132, 0.018275, [42 107], [13 170], [46 196], [70 197]
 5, Novel, 75.569717, 82.893063, 77.556712, 77.187256, 78.301687, 58189.981718, 77405.647541, 77382.819468, 77558.380782, 72634.207377, 0.001092, , [134 179], [151 60], [150 118], [141 101]
 6, Sample, 82.893063, 77.583680, 82.893063, 78.518885, 80.472173, 109779.946153, 77393.464696, 77431.563675, 77376.490369, 85495.366223, 0.000961, 0.004087, [90 169], [124 68], [179 103], [5 17]
 6, Novel, 80.039538, 78.694305, 82.893063, 77.187256, 79.703541, 109571.119549, 77342.256635, 77587.647922, 77558.380782, 85514.851222, 0.000953, , [66 31], [163 166], [46 196], [141 101]
 7, Sample, 82.893063, 79.790688, 78.534510, 82.893063, 81.027831, 76498.126181, 77499.839535, 77488.958986, 58837.879129, 72581.200958, 0.001134, 0.256459, [183 118], [33 81], [5 13], [70 197]
 7, Novel, 19.858945, 82.651889, 82.893063, 21.068094, 51.617998, 76601.414007, 111445.489687, 58734.427612, 77517.623335, 81074.738660, 0.000671, , [82 159], [11 3], [199 127], [9 67]
 8, Sample, 82.893063, 82.893063, 82.893063, 77.267577, 81.486692, 109777.724045, 111680.441736, 77439.576879, 58783.573012, 89420.328918, 0.000971, 0.072620, [180 9], [13 170], [199 139], [53 58]
 8, Novel, 82.893063, 13.834174, 77.229638, 80.390340, 63.586804, 76498.126181, 58389.455851, 77459.246816, 77375.514525, 72430.585843, 0.000839, , [183 118], [142 167], [95 132], [152 117]
 9, Sample, 82.893063, 82.893063, 82.893063, 81.286162, 82.491338, 109779.946153, 77405.647541, 77439.576879, 111832.603768, 94114.443585, 0.000906, -0.095193, [90 169], [151 60], [199 139], [24 45]
 9, Novel, 78.397630, 76.235858, 77.229638, 82.893063, 78.689047, 76655.705334, 58738.228801, 77459.246816, 77615.528581, 72617.177383, 0.001096, , [15 79], [83 112], [95 132], [48 61]
 10, Sample, 76.964263, 76.235858, 82.893063, 76.034687, 78.031968, 76545.839631, 58738.228801, 77431.563675, 77487.752787, 72550.846224, 0.001089, 0.061537, [28 49], [83 112], [179 103], [91 84]
 10, Novel, 82.893063, 81.115519, 82.893063, 22.264225, 67.291468, 58171.267854, 111765.610978, 58734.427612, 77268.094467, 76484.850228, 0.000963, , [143 74], [163 56], [199 127], [79 113]
 11, Sample, 82.893063, 81.472794, 77.229638, 82.893063, 81.122140, 76498.126181, 111817.907597, 77459.246816, 58637.593999, 81103.218648, 0.001056, 0.134233, [183 118], [109 7], [95 132], [199 126]
 11, Novel, 82.893063, 26.296906, 76.050489, 81.286162, 66.631655, 109779.946153, 58663.466296, 58809.808389, 111832.603768, 84771.456151, 0.000806, , [90 169], [35 80], [48 59], [24 45]
 12, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109779.946153, 111680.441736, 77587.647922, 77615.528581, 94165.891098, 0.000908, 0.035608, [90 169], [13 170], [46 196], [48 61]
 12, Novel, 82.893063, 23.388530, 18.691902, 82.893063, 51.966640, 58171.267854, 77118.867838, 77270.729734, 58637.593999, 67799.614856, 0.000846, , [143 74], [144 95], [21 24], [199 126]
 13, Sample, 82.893063, 82.893063, 80.469919, 82.893063, 82.287277, 58171.267854, 77532.996555, 112013.020286, 77615.528581, 81333.203319, 0.001070, 0.347672, [143 74], [198 21], [28 71], [48 61]
 13, Novel, 21.308558, 13.834174, 18.691902, 77.267577, 32.775553, 76466.207278, 58389.455851, 77270.729734, 58783.573012, 67727.491469, 0.000518, , [75 199], [142 167], [21 24], [53 58]
 14, Sample, 82.893063, 82.893063, 82.893063, 75.943754, 81.155736, 58117.567046, 77286.262075, 58734.427612, 58680.075817, 63204.583137, 0.001301, 0.161512, [138 63], [165 148], [199 127], [121 142]
 14, Novel, 29.076512, 82.893063, 78.534510, 82.893063, 68.349287, 109503.357136, 77532.996555, 77488.958986, 58837.879129, 80840.797951, 0.000939, , [171 23], [198 21], [5 13], [70 197]
 15, Sample, 82.893063, 76.256123, 82.893063, 81.829094, 80.967836, 109779.946153, 58606.116129, 58656.749001, 112110.301064, 84788.278087, 0.001050, -0.037043, [90 169], [160 93], [115 71], [167 160]
 15, Novel, 78.397630, 82.893063, 78.534510, 82.893063, 80.679567, 76655.705334, 77286.262075, 77488.958986, 58637.593999, 72517.130098, 0.001131, , [15 79], [165 148], [5 13], [199 126]
 16, Sample, 75.569717, 82.651889, 82.893063, 77.089122, 79.550948, 58189.981718, 111445.489687, 58656.749001, 77493.809733, 76446.507535, 0.001112, 0.191017, [134 179], [11 3], [115 71], [53 159]
 16, Novel, 19.858945, 78.694305, 78.534510, 81.963416, 64.762794, 76601.414007, 77342.256635, 77488.958986, 112092.940189, 85881.392454, 0.000755, , [82 159], [163 166], [5 13], [158 126]
 17, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109777.724045, 77405.647541, 58734.427612, 111986.843038, 89476.160559, 0.000994, -0.038722, [180 9], [151 60], [199 127], [9 113]
 17, Novel, 82.893063, 82.893063, 82.893063, 81.829094, 82.627071, 58171.267854, 77286.262075, 77431.563675, 112110.301064, 81249.848667, 0.001074, , [143 74], [165 148], [179 103], [167 160]
 18, Sample, 82.893063, 81.115519, 82.893063, 77.187256, 81.022225, 58117.567046, 111765.610978, 77568.458079, 77558.380782, 81252.504221, 0.001054, 0.179961, [138 63], [163 56], [13 45], [141 101]
 18, Novel, 77.213177, 20.759018, 13.999196, 82.893063, 48.716114, 76586.830310, 77085.129591, 58619.342475, 58637.593999, 67732.224094, 0.000732, , [66 157], [68 90], [189 22], [199 126]
 1, Sample, 82.893063, 82.893063, 77.748565, 82.893063, 81.606939, 58230.914476, 77343.299520, 58834.084177, 111763.763549, 76543.015430, 0.001140, 0.159204, [85 97], [34 70], [33 71], [61 47]
 1, Novel, 78.024876, 77.742511, 28.922625, 79.546467, 66.059120, 76662.319200, 77274.096804, 111918.827679, 77675.721564, 85882.741312, 0.000827, , [15 177], [69 72], [101 82], [143 110]
 2, Sample, 78.187400, 82.893063, 76.741708, 82.304898, 80.031767, 76709.117388, 77488.979122, 77433.190895, 112030.030247, 85915.329413, 0.000954, 0.122078, [161 31], [1 18], [75 115], [84 130]
 2, Novel, 21.411992, 18.790016, 82.893063, 77.004495, 50.024892, 76304.754370, 58513.713592, 77578.290708, 58583.215615, 67744.993571, 0.000746, , [182 92], [111 166], [94 139], [198 28]
