
Caudal Layer, 6-D input stimuli
Experiment:, list6,
NUM_ROWS = 200, B = 0.400000
Stim Condition:, 1, 
 Stimulus Set 1:
Sample 1, [ 0.050  0.333, 0.667  0.950, 0.950  0.333, 0.050  0.667 ],Novel 1, [ 0.050  0.950, 0.333  0.050, 0.333  0.333, 0.333  0.950 ] Sample 2, [ 0.950  0.333, 0.333  0.667, 0.050  0.050, 0.950  0.050 ],Novel 2, [ 0.667  0.050, 0.050  0.333, 0.667  0.333, 0.950  0.667 ] Sample 3, [ 0.950  0.950, 0.667  0.050, 0.950  0.333, 0.667  0.333 ],Novel 3, [ 0.950  0.050, 0.950  0.667, 0.667  0.950, 0.333  0.333 ] Sample 4, [ 0.050  0.050, 0.950  0.950, 0.050  0.333, 0.050  0.950 ],Novel 4, [ 0.333  0.667, 0.667  0.667, 0.667  0.950, 0.950  0.050 ] Sample 5, [ 0.333  0.333, 0.950  0.050, 0.333  0.950, 0.333  0.050 ],Novel 5, [ 0.667  0.333, 0.950  0.333, 0.950  0.667, 0.050  0.950 ] Sample 6, [ 0.667  0.050, 0.050  0.950, 0.050  0.333, 0.333  0.333 ],Novel 6, [ 0.050  0.667, 0.950  0.333, 0.667  0.333, 0.050  0.050 ] 

Simulation, Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Dscore, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76717.310103, 77453.518496, 77541.485018, 77448.791792, 77290.276352, 0.001073, 0.560599, [153 142], [159 102], [74 36], [121 90]
 1, 1, Novel, 17.416383, 21.645943, 29.972070, 27.710140, 24.186134, 57936.418406, 77192.923047, 111734.084328, 77266.359401, 81032.446296, 0.000302, , [156 10], [170 83], [188 162], [88 29]
 1, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76544.513343, 111873.393302, 58678.519473, 58830.260650, 76481.671692, 0.001161, 0.408905, [46 25], [58 94], [64 123], [196 16]
 1, 2, Novel, 82.893063, 20.445823, 33.967099, 23.274079, 40.145016, 76768.278889, 77204.221489, 111904.817832, 77356.395442, 85808.428413, 0.000487, , [97 148], [40 120], [12 200], [54 172]
 1, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 57992.582531, 77370.200905, 77541.485018, 112152.863510, 81264.282991, 0.001077, 0.473006, [151 67], [170 194], [74 36], [135 98]
 1, 3, Novel, 16.494041, 20.500412, 19.562749, 82.893063, 34.862566, 58173.732264, 77281.070044, 77321.474863, 112052.224511, 81207.125420, 0.000385, , [106 77], [70 190], [138 102], [182 170]
 1, 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58400.790048, 58715.851036, 77429.778977, 58679.545338, 63306.491350, 0.001329, 0.415247, [137 41], [44 11], [89 144], [86 26]
 1, 4, Novel, 28.392861, 30.607281, 19.562749, 82.893063, 40.363989, 109361.057927, 111649.271646, 77321.474863, 58830.260650, 89290.516271, 0.000549, , [155 184], [151 40], [138 102], [196 16]
 1, 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109912.525200, 58659.761378, 77397.094934, 77523.305177, 80873.171672, 0.001077, 0.316402, [38 90], [149 170], [31 167], [173 183]
 1, 5, Novel, 27.693230, 21.214934, 22.990598, 82.893063, 38.697956, 109672.330627, 77254.378257, 77376.620679, 58679.545338, 80745.718725, 0.000559, , [92 22], [10 151], [73 196], [86 26]
 1, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76768.278889, 58731.796406, 77429.778977, 112052.224511, 81245.519696, 0.001075, 0.587589, [97 148], [142 186], [89 144], [182 170]
 1, 6, Novel, 21.203769, 21.214934, 33.967099, 15.347593, 22.933349, 76387.054731, 77254.378257, 111904.817832, 58651.203125, 81049.363486, 0.000279, , [197 107], [10 151], [12 200], [178 136]
 2, 1, Sample, 82.893063, 82.893063, 81.786047, 82.893063, 82.616309, 76768.767345, 77487.165628, 77218.801604, 77563.533784, 77259.567090, 0.001069, 0.584478, [44 74], [170 158], [34 111], [9 62]
 2, 1, Novel, 15.503717, 24.971434, 29.290329, 20.860732, 22.656553, 58024.128446, 77178.594295, 112035.914157, 77392.833987, 81157.867721, 0.000280, , [17 13], [13 176], [28 6], [22 110]
 2, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76584.903406, 111837.324710, 58895.112289, 58660.652451, 76494.498214, 0.001161, 0.411660, [146 144], [68 18], [10 180], [87 155]
 2, 2, Novel, 82.893063, 21.215077, 33.954874, 21.320728, 39.845936, 76687.085596, 77222.552593, 111665.951707, 77301.304339, 85719.223559, 0.000484, , [127 29], [192 118], [33 107], [150 165]
 2, 3, Sample, 82.893063, 82.893063, 81.786047, 82.893063, 82.616309, 58068.281991, 77319.547208, 77218.801604, 111923.158328, 81132.447283, 0.001075, 0.471285, [137 114], [16 159], [34 111], [187 129]
 2, 3, Novel, 17.847065, 18.923808, 19.619400, 82.893063, 34.820834, 58150.423648, 77287.433066, 77270.580195, 112118.169853, 81206.651690, 0.000386, , [163 37], [153 32], [184 77], [108 39]
 2, 4, Sample, 82.893063, 82.787682, 82.893063, 82.893063, 82.866718, 58361.630407, 58736.839267, 77745.761312, 58789.726801, 63408.489447, 0.001327, 0.412966, [12 179], [126 167], [30 105], [138 11]
 2, 4, Novel, 29.710098, 29.745357, 19.619400, 82.893063, 40.491979, 109567.809680, 111704.076673, 77270.580195, 58660.652451, 89300.779750, 0.000551, , [173 144], [143 152], [184 77], [87 155]
 2, 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109906.961398, 58646.589810, 77531.528056, 77511.173720, 80899.063246, 0.001077, 0.322080, [83 68], [140 42], [167 132], [46 14]
 2, 5, Novel, 26.673137, 19.943163, 22.891016, 82.893063, 38.100095, 109700.852409, 77253.653576, 77123.724008, 58789.726801, 80716.989199, 0.000552, , [141 43], [126 93], [139 112], [138 11]
 2, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76687.085596, 58722.261964, 77745.761312, 112118.169853, 81318.319681, 0.001075, 0.580082, [127 29], [164 134], [30 105], [108 39]
 2, 6, Novel, 24.545001, 19.943163, 33.954874, 15.213900, 23.414234, 76526.016371, 77253.653576, 111665.951707, 58677.979027, 81030.900171, 0.000286, , [17 107], [126 93], [33 107], [189 68]
 3, 1, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76425.458379, 77211.272045, 77330.950231, 77709.906282, 77169.396734, 0.001074, 0.582306, [166 6], [93 181], [164 162], [99 91]
 3, 1, Novel, 15.770468, 23.710305, 31.437137, 21.271786, 23.047424, 57943.120316, 77352.819085, 111810.315655, 77517.822309, 81156.019342, 0.000284, , [100 84], [57 96], [193 15], [161 13]
 3, 2, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76718.697657, 111540.367095, 58757.572633, 58615.036676, 76407.918515, 0.001162, 0.428089, [95 188], [115 166], [25 142], [41 185]
 3, 2, Novel, 82.893063, 17.087447, 28.495843, 23.362281, 37.959659, 76583.237632, 77263.615719, 111566.180896, 77185.637409, 85649.667914, 0.000465, , [155 121], [139 112], [104 55], [165 161]
 3, 3, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58301.986144, 77455.133591, 77330.950231, 111880.367121, 81242.109272, 0.001076, 0.481147, [63 97], [131 175], [164 162], [76 126]
 3, 3, Novel, 13.529009, 19.111486, 22.304264, 82.893063, 34.459456, 58162.563877, 77168.657682, 77315.383658, 112131.087839, 81194.423264, 0.000377, , [131 116], [31 52], [79 83], [171 165]
 3, 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 58088.196390, 58565.962022, 77588.546757, 58907.483318, 63287.547122, 0.001329, 0.411348, [193 21], [58 41], [54 151], [110 55]
 3, 4, Novel, 27.876170, 29.053605, 22.304264, 82.893063, 40.531776, 109508.625325, 111403.886286, 77315.383658, 58615.036676, 89210.732986, 0.000555, , [25 133], [85 13], [79 83], [41 185]
 3, 5, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109568.434988, 58708.941062, 77472.677282, 77477.269019, 80806.830588, 0.001077, 0.332531, [42 107], [189 70], [72 20], [181 110]
 3, 5, Novel, 27.200472, 18.354953, 20.495580, 82.893063, 37.236017, 109707.993222, 77242.377180, 77246.976376, 58907.483318, 80776.207524, 0.000540, , [116 93], [166 69], [127 11], [110 55]
 3, 6, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76583.237632, 58582.456343, 77588.546757, 112131.087839, 81221.332143, 0.001076, 0.632230, [155 121], [99 83], [54 151], [171 165]
 3, 6, Novel, 18.922358, 18.354953, 28.495843, 13.433119, 19.801568, 76282.920103, 77242.377180, 111566.180896, 58688.068485, 80944.886666, 0.000242, , [86 190], [166 69], [104 55], [45 168]
