
Group Intact
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 80.322129, 82.893063, 82.893063, 79.619060, 81.431829, 109754.774146, 77604.066664, 58793.703636, 112030.173861, 89545.679577, 0.000980, 0.066223, [175 149], [79 61], [63 25], [149 60]
 1, Novel, 75.879811, 38.684629, 82.893063, 30.592304, 57.012452, 57970.269328, 58521.023547, 77579.085369, 77431.982112, 67875.590089, 0.000858, , [200 148], [28 197], [118 132], [169 9]
 2, Sample, 77.675917, 82.893063, 82.893063, 80.942684, 81.101182, 76827.664234, 77604.066664, 77286.958351, 112065.709545, 85946.099698, 0.000969, 0.134664, [116 43], [79 61], [23 39], [14 90]
 2, Novel, 17.483981, 80.556212, 76.121242, 24.551456, 49.678223, 58091.380530, 77351.552039, 58788.602847, 77393.718023, 67906.313360, 0.000739, , [115 55], [30 200], [37 86], [3 177]
 3, Sample, 82.893063, 82.893063, 80.745434, 76.596857, 80.782104, 109494.502923, 77604.066664, 111987.834535, 77503.876430, 94147.570138, 0.000884, 0.220515, [186 67], [79 61], [152 24], [140 109]
 3, Novel, 22.172738, 19.787920, 76.507838, 80.942684, 49.852795, 76408.344125, 77234.392917, 77385.323352, 112065.709545, 85773.442485, 0.000564, , [108 48], [96 174], [140 62], [14 90]
 4, Sample, 75.308240, 80.281756, 82.893063, 82.893063, 80.344031, 58160.251036, 111707.717287, 58793.703636, 77498.015203, 76539.921791, 0.001123, 0.415372, [87 16], [145 181], [63 25], [51 149]
 4, Novel, 18.476085, 30.068593, 21.468336, 82.893063, 38.226519, 76615.432797, 111897.949798, 77459.321572, 77553.529528, 85881.558424, 0.000464, , [130 83], [198 159], [190 68], [176 81]
 5, Sample, 82.893063, 77.272637, 82.893063, 82.893063, 81.487957, 109494.502923, 77391.705412, 58793.703636, 77498.015203, 80794.481794, 0.001059, 0.292313, [186 67], [141 192], [63 25], [51 149]
 5, Novel, 77.675917, 82.893063, 14.565387, 24.551456, 49.921456, 76827.664234, 111765.845720, 58444.514933, 77393.718023, 81107.935728, 0.000580, , [116 43], [42 71], [170 12], [3 177]
 6, Sample, 77.597190, 38.684629, 82.893063, 79.311316, 69.621549, 76806.927842, 58521.023547, 112101.101384, 58732.975548, 76540.507080, 0.000940, 0.250747, [80 114], [28 197], [119 13], [63 26]
 6, Novel, 22.388493, 82.893063, 21.468336, 15.730710, 35.620151, 76643.435940, 58561.003468, 77459.321572, 58625.618263, 67822.344811, 0.000563, , [172 183], [5 174], [190 68], [107 129]
 7, Sample, 78.601354, 82.893063, 76.507838, 82.893063, 80.223830, 76360.733594, 58561.003468, 77385.323352, 77553.529528, 72465.147485, 0.001126, 0.492995, [106 117], [5 174], [140 62], [176 81]
 7, Novel, 80.322129, 18.458726, 27.174050, 18.549054, 36.125990, 109754.774146, 58706.379911, 111893.907385, 77339.767564, 89423.707252, 0.000382, , [175 149], [69 187], [80 192], [171 120]
 8, Sample, 75.879811, 78.417792, 82.893063, 82.893063, 80.020932, 57970.269328, 77557.886247, 77286.958351, 77463.938131, 72569.763014, 0.001116, 0.453459, [200 148], [126 69], [23 39], [35 166]
 8, Novel, 22.388493, 82.893063, 14.565387, 30.592304, 37.609812, 76643.435940, 111765.845720, 58444.514933, 77431.982112, 81071.444676, 0.000420, , [172 183], [42 71], [170 12], [169 9]
 9, Sample, 82.893063, 82.893063, 82.893063, 76.832194, 81.377846, 110090.046413, 111765.845720, 112101.101384, 58761.330988, 98179.581126, 0.000885, -0.020971, [17 87], [42 71], [119 13], [167 8]
 9, Novel, 77.675917, 26.480224, 76.507838, 79.311316, 64.993824, 76827.664234, 77144.092506, 77385.323352, 58732.975548, 72522.513910, 0.000923, , [116 43], [200 149], [140 62], [63 26]
 10, Sample, 82.893063, 80.556212, 82.893063, 82.893063, 82.308850, 110090.046413, 77351.552039, 77579.085369, 77553.529528, 85643.553337, 0.000983, 0.153797, [17 87], [30 200], [118 132], [176 81]
 10, Novel, 75.879811, 28.463270, 19.387099, 82.893063, 51.655811, 57970.269328, 111867.498821, 77518.240572, 77463.938131, 81204.986713, 0.000721, , [200 148], [200 190], [170 61], [35 166]
 11, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109494.502923, 58561.003468, 77579.085369, 77463.938131, 80774.632473, 0.001078, 0.452110, [186 67], [5 174], [118 132], [35 166]
 11, Novel, 15.148607, 19.409040, 80.745434, 30.592304, 36.473846, 58322.878309, 77396.787936, 111987.834535, 77431.982112, 81284.870723, 0.000407, , [70 185], [153 38], [152 24], [169 9]
 12, Sample, 82.893063, 82.893063, 76.121242, 82.893063, 81.200108, 110090.046413, 111765.845720, 58788.602847, 77463.938131, 89527.108278, 0.000965, 0.115485, [17 87], [42 71], [37 86], [35 166]
 12, Novel, 78.601354, 80.281756, 82.893063, 18.549054, 65.081307, 76360.733594, 111707.717287, 77286.958351, 77339.767564, 85673.794199, 0.000765, , [106 117], [145 181], [23 39], [171 120]

Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Win Co-ords
 1, Sample, 78.043348, 79826.333741, 0.000978, 0.576778, [122 66]
 1, Novel, 16.809388, 64056.636140, 0.000262,, [175 63]
 2, Sample, 77.360612, 79758.335109, 0.000970, 0.620339, [198 127]
 2, Novel, 14.551854, 64030.064176, 0.000227,, [84 171]
 3, Sample, 37.009308, 86761.150501, 0.000427, 0.098278, [109 132]
 3, Novel, 27.914044, 79703.312296, 0.000350,, [180 61]
 4, Sample, 76.350499, 68778.160288, 0.001110, 0.644392, [125 135]
 4, Novel, 19.126177, 79670.945970, 0.000240,, [109 3]
 5, Sample, 80.128621, 73980.071825, 0.001083, 0.641052, [107 134]
 5, Novel, 17.452484, 73667.376503, 0.000237,, [148 79]
 6, Sample, 77.539843, 68699.392504, 0.001129, 0.647185, [82 110]
 6, Novel, 15.489013, 64068.953229, 0.000242,, [190 145]
 7, Sample, 77.797616, 68683.630311, 0.001133, 0.659174, [178 62]
 7, Novel, 18.531466, 79644.483609, 0.000233,, [155 171]
 8, Sample, 77.369448, 68708.317610, 0.001126, 0.630708, [136 197]
 8, Novel, 18.800838, 73726.417709, 0.000255,, [54 136]
 9, Sample, 48.963704, 86624.187845, 0.000565, 0.403651, [119 200]
 9, Novel, 16.487062, 68654.182223, 0.000240,, [122 109]
 10, Sample, 80.555396, 79761.393902, 0.001010, 0.560066, [124 200]
