
Perirhinal Layer, 24-D input stimuli
Experiment:, list12, 
Stim Condition:, 1, 
 Stimulus Set 1:
Sample 1, [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel 1, [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Sample 2, [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel 2, [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Sample 3, [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel 3, [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Sample 4, [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel 4, [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Sample 5, [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel 5, [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Sample 6, [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel 6, [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Sample 7, [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel 7, [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Sample 8, [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel 8, [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Sample 9, [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel 9, [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Sample 10, [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel 10, [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Sample 11, [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel 11, [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Sample 12, [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel 12, [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Simulation, Stimulus Pair, Stimulus, Peak Act, Total Act, Selectivity, Dscore, Win Co-ords
 1, 1, Sample, 82.893063, 79877.887290, 0.001038, 0.629966, [17 164]
 1, 1, Novel, 15.098092, 64086.688739, 0.000236,, [111 102]
 1, 2, Sample, 82.893063, 79833.798675, 0.001038, 0.598051, [144 71]
 1, 2, Novel, 16.736653, 64084.977864, 0.000261,, [145 7]
 1, 3, Sample, 45.056252, 86589.777956, 0.000520, 0.173262, [133 6]
 1, 3, Novel, 29.247082, 79766.629200, 0.000367,, [73 1]
 1, 4, Sample, 82.893063, 68781.190290, 0.001205, 0.673472, [114 74]
 1, 4, Novel, 18.748665, 79729.598409, 0.000235,, [199 155]
 1, 5, Sample, 82.893063, 73938.225310, 0.001121, 0.659375, [137 5]
 1, 5, Novel, 16.992864, 73838.831694, 0.000230,, [149 106]
 1, 6, Sample, 82.893063, 68740.383863, 0.001206, 0.658538, [181 146]
 1, 6, Novel, 15.895189, 64024.009053, 0.000248,, [47 154]
 1, 7, Sample, 82.893063, 68816.080968, 0.001205, 0.676815, [75 2]
 1, 7, Novel, 18.485995, 79624.822517, 0.000232,, [15 11]
 1, 8, Sample, 82.893063, 68632.714866, 0.001208, 0.673273, [175 123]
 1, 8, Novel, 17.411656, 73830.239347, 0.000236,, [136 119]
 1, 9, Sample, 45.455996, 86765.839008, 0.000524, 0.376089, [95 150]
 1, 9, Novel, 16.312564, 68675.841735, 0.000238,, [51 150]
 1, 10, Sample, 77.512404, 79917.809569, 0.000970, 0.611869, [92 149]
 1, 10, Novel, 17.220164, 73732.815721, 0.000234,, [109 177]
 1, 11, Sample, 82.893063, 73909.764001, 0.001122, 0.564891, [87 152]
 1, 11, Novel, 23.038869, 73880.598494, 0.000312,, [91 146]
 1, 12, Sample, 82.893063, 79789.812570, 0.001039, 0.629306, [157 127]
 1, 12, Novel, 18.815643, 79604.207318, 0.000236,, [92 100]
 2, 1, Sample, 82.893063, 79882.241293, 0.001038, 0.629182, [135 72]
 2, 1, Novel, 15.172524, 64238.906118, 0.000236,, [39 80]
 2, 2, Sample, 82.893063, 79638.730511, 0.001041, 0.627206, [48 169]
 2, 2, Novel, 15.289106, 64115.297037, 0.000238,, [164 50]
 2, 3, Sample, 82.893063, 86764.385639, 0.000955, 0.439275, [125 159]
 2, 3, Novel, 29.673888, 79724.458256, 0.000372,, [22 174]
 2, 4, Sample, 48.750774, 68805.792239, 0.000709, 0.494125, [65 132]
 2, 4, Novel, 19.100608, 79622.156210, 0.000240,, [149 160]
 2, 5, Sample, 82.893063, 74021.754390, 0.001120, 0.644762, [123 85]
 2, 5, Novel, 17.829785, 73717.523625, 0.000242,, [116 24]
 2, 6, Sample, 75.577312, 68742.619617, 0.001099, 0.636113, [197 108]
 2, 6, Novel, 15.658099, 64035.547194, 0.000245,, [117 173]
 2, 7, Sample, 82.893063, 68813.894703, 0.001205, 0.680889, [20 175]
 2, 7, Novel, 18.219771, 79670.552015, 0.000229,, [112 118]
 2, 8, Sample, 82.893063, 68780.953523, 0.001205, 0.670666, [127 63]
 2, 8, Novel, 17.518583, 73739.839970, 0.000238,, [47 52]
 2, 9, Sample, 50.181759, 86668.511432, 0.000579, 0.407847, [22 200]
 2, 9, Novel, 16.711809, 68621.566248, 0.000244,, [114 51]
 2, 10, Sample, 82.893063, 79949.183799, 0.001037, 0.594324, [26 199]
 2, 10, Novel, 19.505022, 73933.260329, 0.000264,, [180 124]
 2, 11, Sample, 82.893063, 74016.357965, 0.001120, 0.612781, [68 129]
 2, 11, Novel, 19.841150, 73789.542248, 0.000269,, [196 7]
 2, 12, Sample, 82.893063, 79863.640948, 0.001038, 0.621986, [191 106]
 2, 12, Novel, 19.273390, 79676.232295, 0.000242,, [81 164]
 3, 1, Sample, 82.893063, 79949.145689, 0.001037, 0.626033, [114 135]
 3, 1, Novel, 15.268575, 64030.965503, 0.000238,, [65 181]
 3, 2, Sample, 82.893063, 79725.989889, 0.001040, 0.610486, [179 56]
 3, 2, Novel, 16.101231, 64028.789497, 0.000251,, [6 174]
 3, 3, Sample, 53.673624, 86663.419116, 0.000619, 0.271326, [133 90]
 3, 3, Novel, 28.329567, 79806.474730, 0.000355,, [129 33]
 3, 4, Sample, 82.893063, 68833.791214, 0.001204, 0.670588, [50 138]
 3, 4, Novel, 18.904462, 79611.833560, 0.000237,, [137 18]
 3, 5, Sample, 82.893063, 74074.789942, 0.001119, 0.649144, [130 87]
 3, 5, Novel, 17.550141, 73716.222742, 0.000238,, [163 106]
 3, 6, Sample, 82.893063, 68555.772856, 0.001209, 0.669664, [59 131]
 3, 6, Novel, 15.329162, 64079.263619, 0.000239,, [122 165]
 3, 7, Sample, 82.893063, 68857.275137, 0.001204, 0.657591, [132 33]
 3, 7, Novel, 19.804054, 79637.605953, 0.000249,, [137 187]
 3, 8, Sample, 82.893063, 68761.018751, 0.001206, 0.660141, [200 18]
 3, 8, Novel, 18.174858, 73644.617787, 0.000247,, [185 188]
 3, 9, Sample, 49.351147, 86543.724403, 0.000570, 0.395770, [122 46]
 3, 9, Novel, 16.923401, 68554.762893, 0.000247,, [131 76]
 3, 10, Sample, 82.893063, 79775.074978, 0.001039, 0.617912, [121 42]
 3, 10, Novel, 18.141577, 73929.159317, 0.000245,, [83 80]
 3, 11, Sample, 82.893063, 74073.949501, 0.001119, 0.549897, [159 157]
 3, 11, Novel, 23.938621, 73661.058265, 0.000325,, [119 41]
 3, 12, Sample, 82.893063, 79770.953032, 0.001039, 0.628768, [75 159]
 3, 12, Novel, 18.886978, 79744.972259, 0.000237,, [77 77]
 4, 1, Sample, 82.893063, 79915.652629, 0.001037, 0.581959, [36 142]
 4, 1, Novel, 17.577402, 64127.577310, 0.000274,, [67 53]
 4, 2, Sample, 82.893063, 79701.974565, 0.001040, 0.626630, [122 83]
 4, 2, Novel, 15.295609, 64071.742740, 0.000239,, [37 112]
 4, 3, Sample, 44.143208, 86633.714656, 0.000510, 0.165970, [17 83]
 4, 3, Novel, 29.093457, 79822.272940, 0.000364,, [75 59]
 4, 4, Sample, 82.893063, 68747.578209, 0.001206, 0.673022, [45 138]
 4, 4, Novel, 18.771303, 79655.563030, 0.000236,, [66 176]
 4, 5, Sample, 82.893063, 73989.083246, 0.001120, 0.643948, [15 80]
 4, 5, Novel, 17.890825, 73731.742250, 0.000243,, [8 99]
 4, 6, Sample, 82.893063, 68642.395287, 0.001208, 0.659266, [178 134]
 4, 6, Novel, 15.857952, 63947.161184, 0.000248,, [105 122]
 4, 7, Sample, 82.893063, 68867.213061, 0.001204, 0.675597, [75 56]
 4, 7, Novel, 18.552803, 79613.695364, 0.000233,, [59 73]
 4, 8, Sample, 82.893063, 68722.020659, 0.001206, 0.655814, [54 32]
 4, 8, Novel, 18.484531, 73723.274418, 0.000251,, [139 98]
 4, 9, Sample, 82.893063, 86710.959453, 0.000956, 0.544636, [108 173]
 4, 9, Novel, 19.326135, 68575.347823, 0.000282,, [47 136]
 4, 10, Sample, 82.893063, 79856.024392, 0.001038, 0.633876, [84 2]
 4, 10, Novel, 17.173522, 73831.090209, 0.000233,, [59 102]
 4, 11, Sample, 82.893063, 73943.790186, 0.001121, 0.611259, [15 39]
 4, 11, Novel, 19.948692, 73757.029065, 0.000270,, [112 173]
 4, 12, Sample, 82.893063, 79717.697836, 0.001040, 0.626910, [51 17]
 4, 12, Novel, 18.998272, 79670.953033, 0.000238,, [169 37]
 5, 1, Sample, 82.893063, 80004.305360, 0.001036, 0.648190, [9 152]
 5, 1, Novel, 14.178685, 64110.594018, 0.000221,, [164 191]
 5, 2, Sample, 82.893063, 79787.327015, 0.001039, 0.629163, [45 27]
 5, 2, Novel, 15.151239, 64068.627131, 0.000236,, [140 101]
 5, 3, Sample, 44.810532, 86713.674438, 0.000517, 0.191609, [88 58]
 5, 3, Novel, 27.975733, 79799.738317, 0.000351,, [14 57]
 5, 4, Sample, 57.551461, 68810.713680, 0.000836, 0.528143, [74 29]
 5, 4, Novel, 20.577227, 79678.260418, 0.000258,, [141 174]
 5, 5, Sample, 82.893063, 74076.977711, 0.001119, 0.658015, [85 56]
 5, 5, Novel, 17.027753, 73774.206888, 0.000231,, [50 92]
 5, 6, Sample, 82.893063, 68751.477841, 0.001206, 0.665605, [3 84]
 5, 6, Novel, 15.501162, 64038.411884, 0.000242,, [29 164]
 5, 7, Sample, 82.893063, 68808.604186, 0.001205, 0.686390, [14 54]
 5, 7, Novel, 17.844441, 79651.836061, 0.000224,, [165 135]
 5, 8, Sample, 82.893063, 68695.194588, 0.001207, 0.678636, [36 139]
 5, 8, Novel, 17.038873, 73757.872851, 0.000231,, [48 42]
 5, 9, Sample, 45.903895, 86698.375750, 0.000529, 0.382594, [135 192]
 5, 9, Novel, 16.243993, 68703.448405, 0.000236,, [81 119]
 5, 10, Sample, 82.893063, 79964.564254, 0.001037, 0.652919, [134 188]
 5, 10, Novel, 16.070267, 73828.241328, 0.000218,, [193 103]
 5, 11, Sample, 82.893063, 74003.289137, 0.001120, 0.607493, [77 32]
 5, 11, Novel, 20.210929, 73896.062689, 0.000274,, [7 83]
 5, 12, Sample, 82.893063, 79822.371432, 0.001038, 0.607520, [18 82]
 5, 12, Novel, 20.179576, 79589.698721, 0.000254,, [78 55]
 6, 1, Sample, 82.893063, 79890.598132, 0.001038, 0.625022, [72 155]
 6, 1, Novel, 15.341865, 64077.952203, 0.000239,, [158 110]
 6, 2, Sample, 82.893063, 79772.084308, 0.001039, 0.638613, [166 190]
 6, 2, Novel, 14.668511, 64006.257408, 0.000229,, [66 163]
 6, 3, Sample, 48.285035, 86606.249066, 0.000558, 0.209118, [94 132]
 6, 3, Novel, 29.121419, 79855.791074, 0.000365,, [123 100]
 6, 4, Sample, 82.893063, 68863.505481, 0.001204, 0.675863, [29 199]
 6, 4, Novel, 18.525609, 79570.729467, 0.000233,, [66 163]
 6, 5, Sample, 82.893063, 74040.763161, 0.001120, 0.603391, [97 130]
 6, 5, Novel, 20.448119, 73838.496642, 0.000277,, [166 92]
 6, 6, Sample, 82.893063, 68682.933414, 0.001207, 0.664129, [96 139]
 6, 6, Novel, 15.604132, 64059.754773, 0.000244,, [42 113]
 6, 7, Sample, 82.893063, 68896.337372, 0.001203, 0.668395, [122 98]
 6, 7, Novel, 19.029420, 79575.767562, 0.000239,, [22 107]
 6, 8, Sample, 82.893063, 68714.287760, 0.001206, 0.672447, [177 165]
 6, 8, Novel, 17.437877, 73806.159053, 0.000236,, [141 79]
 6, 9, Sample, 48.746557, 86602.127817, 0.000563, 0.395564, [179 185]
 6, 9, Novel, 16.750630, 68709.167935, 0.000244,, [25 47]
 6, 10, Sample, 82.893063, 79847.419841, 0.001038, 0.640892, [176 187]
 6, 10, Novel, 16.766911, 73799.115461, 0.000227,, [6 193]
 6, 11, Sample, 82.893063, 74057.520298, 0.001119, 0.545012, [81 177]
 6, 11, Novel, 24.315092, 73766.515373, 0.000330,, [175 189]
 6, 12, Sample, 82.893063, 79748.653118, 0.001039, 0.622521, [104 117]
 6, 12, Novel, 19.285363, 79750.034212, 0.000242,, [95 10]
