
Group Intact
Experiment:, list12, 

Stim Condition:, 1, 
 Stim Pair 1:,Sample: , [ 0.333 0.333, 0.667 0.950, 0.050 0.950, 0.667 0.333 ],Novel: , [ 0.950 0.050, 0.050 0.050, 0.333 0.950, 0.050 0.333 ] Stim Pair 2:,Sample: , [ 0.333 0.950, 0.667 0.950, 0.333 0.050, 0.333 0.333 ],Novel: , [ 0.050 0.050, 0.050 0.333, 0.950 0.950, 0.667 0.050 ] Stim Pair 3:,Sample: , [ 0.667 0.333, 0.667 0.950, 0.333 0.667, 0.333 0.950 ],Novel: , [ 0.333 0.050, 0.950 0.333, 0.050 0.667, 0.333 0.333 ] Stim Pair 4:,Sample: , [ 0.950 0.950, 0.667 0.333, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.050 0.333, 0.333 0.667, 0.950 0.667, 0.333 0.050 ] Stim Pair 5:,Sample: , [ 0.667 0.333, 0.950 0.667, 0.050 0.950, 0.667 0.950 ],Novel: , [ 0.333 0.950, 0.333 0.333, 0.050 0.050, 0.667 0.050 ] Stim Pair 6:,Sample: , [ 0.050 0.667, 0.050 0.050, 0.667 0.667, 0.050 0.950 ],Novel: , [ 0.667 0.950, 0.950 0.050, 0.950 0.667, 0.950 0.950 ] Stim Pair 7:,Sample: , [ 0.667 0.050, 0.950 0.050, 0.050 0.667, 0.333 0.050 ],Novel: , [ 0.333 0.333, 0.050 0.950, 0.667 0.333, 0.950 0.333 ] Stim Pair 8:,Sample: , [ 0.950 0.050, 0.333 0.950, 0.333 0.050, 0.950 0.667 ],Novel: , [ 0.667 0.950, 0.333 0.333, 0.050 0.050, 0.050 0.333 ] Stim Pair 9:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.667 0.667, 0.050 0.050 ],Novel: , [ 0.333 0.950, 0.667 0.050, 0.050 0.667, 0.050 0.950 ] Stim Pair 10:,Sample: , [ 0.333 0.667, 0.050 0.333, 0.333 0.950, 0.333 0.050 ],Novel: , [ 0.950 0.050, 0.667 0.667, 0.667 0.950, 0.950 0.667 ] Stim Pair 11:,Sample: , [ 0.667 0.333, 0.950 0.050, 0.333 0.950, 0.950 0.667 ],Novel: , [ 0.050 0.950, 0.050 0.667, 0.333 0.667, 0.050 0.333 ] Stim Pair 12:,Sample: , [ 0.333 0.667, 0.333 0.333, 0.950 0.950, 0.950 0.667 ],Novel: , [ 0.667 0.050, 0.667 0.333, 0.333 0.050, 0.950 0.333 ] 

Stim Pair, Stimulus, Peak Act seg1, Peak Act seg2, Peak Act seg3, Peak Act seg4, Mean Peak Act, Total Act seg1, Total Act seg2, Total Act seg3, Total Act seg4, Mean Total Act, Selectivity, Win Co-ords 1, Win Co-ords 2, Win Co-ords 3, Win Co-ords 4
 1, Sample, 80.688751, 82.893063, 82.893063, 81.823238, 82.074529, 109475.049487, 77387.693581, 58847.399262, 112001.924268, 89428.016650, 0.000987, -0.007778, [106 16], [20 43], [165 106], [35 44]
 1, Novel, 76.375844, 76.515695, 82.893063, 24.899911, 65.171128, 58220.017077, 58547.683430, 77556.957191, 77402.370985, 67931.757171, 0.001002, , [43 189], [76 63], [111 70], [94 166]
 2, Sample, 76.989052, 82.893063, 82.893063, 80.451787, 80.806741, 76561.315040, 77387.693581, 77383.547741, 111978.335202, 85827.722891, 0.000967, 0.151988, [103 133], [20 43], [15 143], [58 108]
 2, Novel, 16.295693, 77.450604, 75.601578, 21.042269, 47.597536, 57918.024195, 77145.877336, 58669.557994, 77290.877027, 67756.084138, 0.000712, , [127 45], [31 90], [194 196], [41 123]
 3, Sample, 82.893063, 82.893063, 81.453021, 77.432330, 81.167869, 109809.329295, 77387.693581, 112019.861717, 77540.878537, 94189.440782, 0.000888, 0.217230, [79 21], [20 43], [63 172], [128 98]
 3, Novel, 21.745166, 22.528927, 76.759602, 80.451787, 50.371370, 76345.367243, 77504.398294, 77528.704958, 111978.335202, 85839.201424, 0.000571, , [3 108], [34 23], [101 179], [58 108]
 4, Sample, 80.056964, 81.576465, 82.893063, 82.893063, 81.854889, 58277.390883, 111905.652878, 58847.399262, 77525.161604, 76638.901157, 0.001145, 0.427206, [29 46], [103 62], [165 106], [61 125]
 4, Novel, 20.683110, 27.750816, 19.137347, 82.893063, 37.616084, 76273.050019, 111378.418861, 77343.914989, 77427.092830, 85605.619175, 0.000460, , [76 65], [180 166], [93 24], [183 70]
 5, Sample, 82.893063, 78.359910, 82.893063, 82.893063, 81.759775, 109809.329295, 77474.915069, 58847.399262, 77525.161604, 80914.201308, 0.001061, 0.303560, [79 21], [114 97], [165 106], [61 125]
 5, Novel, 76.989052, 82.893063, 14.463077, 21.042269, 48.846866, 76561.315040, 111605.033956, 58575.537221, 77290.877027, 81008.190811, 0.000567, , [103 133], [74 121], [91 166], [41 123]
 6, Sample, 77.407209, 76.515695, 82.893063, 77.052898, 78.467216, 76411.845517, 58547.683430, 111924.289634, 58775.878662, 76414.924311, 0.001093, 0.340458, [140 162], [76 63], [160 129], [103 179]
 6, Novel, 21.783955, 82.893063, 19.137347, 12.350964, 34.041332, 76605.443878, 58849.331517, 77343.914989, 58663.773465, 67865.615962, 0.000538, , [191 112], [137 194], [93 24], [200 169]
 7, Sample, 77.525230, 82.893063, 76.759602, 82.893063, 80.017740, 76564.550474, 58849.331517, 77528.704958, 77427.092830, 72592.419945, 0.001120, 0.493721, [194 97], [137 194], [101 179], [183 70]
