
 1, Sample, 82.893063, 80.691139, 82.893063, 82.893063, 82.342582, 109751.673341, 77299.727456, 77529.355892, 77534.637442, 85528.848533, 0.000984, 0.169610, [176 122], [52 87], [173 33], [12 184]
 1, Novel, 76.666067, 15.703926, 13.868714, 75.622740, 45.465362, 76529.615509, 58628.444162, 58681.680951, 58644.998731, 63121.184839, 0.000699, , [158 4], [93 103], [162 147], [178 20]
 2, Sample, 82.893063, 82.893063, 77.817379, 77.212693, 80.204050, 109874.917309, 77476.060387, 77354.871066, 77436.430382, 85535.569786, 0.000957, 0.010988, [146 113], [139 137], [21 86], [164 70]
 2, Novel, 76.666067, 82.893063, 82.893063, 29.382007, 67.958550, 76529.615509, 58705.162619, 77605.406948, 112017.033325, 81214.304600, 0.000936, , [158 4], [67 157], [7 80], [200 26]
 3, Sample, 82.893063, 82.893063, 81.316826, 81.399052, 82.125501, 76707.006485, 77476.060387, 111926.197477, 111999.149230, 94527.103395, 0.000901, 0.163639, [51 37], [139 137], [115 172], [23 135]
 3, Novel, 77.542146, 15.703926, 82.893063, 18.547178, 48.671578, 76514.457293, 58628.444162, 77529.355892, 77345.057466, 72504.328703, 0.000648, , [170 160], [93 103], [173 33], [28 129]
 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109751.673341, 111930.454202, 77529.355892, 77515.227041, 94181.677619, 0.000909, 0.050266, [176 122], [4 181], [173 33], [96 149]
 4, Novel, 77.542146, 81.932370, 18.779848, 76.209234, 63.615899, 76514.457293, 111914.155062, 77251.085815, 58717.673168, 81099.342834, 0.000822, , [170 160], [192 3], [40 92], [140 37]
 5, Sample, 82.893063, 76.398423, 80.577640, 79.383037, 79.813041, 109874.917309, 77488.529337, 77467.950650, 77513.850340, 85586.311909, 0.000951, 0.022356, [146 113], [102 78], [90 103], [106 200]
 5, Novel, 75.308130, 81.150889, 19.144784, 75.622740, 62.806636, 58157.634793, 111667.706676, 58526.191891, 58644.998731, 71749.133023, 0.000910, , [183 138], [76 156], [18 135], [178 20]
 6, Sample, 80.117395, 77.133238, 76.895256, 82.893063, 79.259738, 109748.458849, 77411.053263, 58776.848087, 77515.227041, 80862.896810, 0.001026, 0.294465, [67 66], [197 130], [104 1], [96 149]
 6, Novel, 82.893063, 76.398423, 14.894338, 18.688620, 48.218611, 109751.673341, 77488.529337, 58552.380692, 77453.333777, 80811.479287, 0.000559, , [176 122], [102 78], [187 1], [32 130]
 7, Sample, 77.542146, 81.932370, 77.399828, 82.893063, 79.941852, 76514.457293, 111914.155062, 77322.481133, 77506.123398, 85814.304221, 0.000954, 0.114235, [170 160], [192 3], [118 62], [157 151]
 7, Novel, 76.666067, 15.703926, 82.893063, 79.383037, 63.661523, 76529.615509, 58628.444162, 112045.045857, 77513.850340, 81179.238967, 0.000758, , [158 4], [93 103], [56 116], [106 200]
 8, Sample, 82.893063, 75.388320, 82.893063, 82.893063, 81.016878, 76707.006485, 58748.013958, 77605.406948, 77515.227041, 72643.913608, 0.001125, 0.281519, [51 37], [144 66], [7 80], [96 149]
 8, Novel, 80.117395, 15.703926, 13.868714, 75.622740, 46.328194, 109748.458849, 58628.444162, 58681.680951, 58644.998731, 71425.895673, 0.000631, , [67 66], [93 103], [162 147], [178 20]
