
 1, Sample, 82.893063, 77.011729, 82.893063, 82.893063, 81.422730, 109520.587720, 77364.075106, 77607.077505, 77728.265765, 85555.001524, 0.000972, 0.145280, [177 132], [75 184], [123 70], [105 108]
 1, Novel, 77.810010, 15.968436, 15.878851, 78.561417, 47.054678, 76532.011646, 58545.222518, 58743.000585, 58583.921760, 63101.039127, 0.000725, , [61 22], [34 159], [54 195], [99 148]
 2, Sample, 82.893063, 82.893063, 77.159361, 78.464584, 80.352518, 109532.265306, 77530.921014, 77316.274552, 77561.033250, 85485.123530, 0.000959, 0.008168, [104 2], [196 34], [140 196], [137 184]
 2, Novel, 77.810010, 82.893063, 82.893063, 30.914653, 68.627698, 76532.011646, 58773.729999, 77490.682456, 111752.802206, 81137.306577, 0.000943, , [61 22], [114 188], [168 141], [149 145]
 3, Sample, 82.893063, 82.893063, 81.065721, 80.925260, 81.944277, 76653.572329, 77530.921014, 112055.687780, 112198.900522, 94609.770411, 0.000899, 0.161876, [155 10], [196 34], [98 34], [87 86]
 3, Novel, 78.096485, 15.968436, 82.893063, 18.158203, 48.779047, 76764.310137, 58545.222518, 77607.077505, 77189.603947, 72526.553527, 0.000648, , [42 86], [34 159], [123 70], [55 71]
 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 109520.587720, 111896.839021, 77607.077505, 77690.421521, 94178.731442, 0.000908, 0.041014, [177 132], [109 142], [123 70], [90 19]
 4, Novel, 78.096485, 82.303936, 22.629520, 76.528029, 64.889493, 76764.310137, 111777.693592, 77282.813002, 58867.103971, 81172.980176, 0.000837, , [42 86], [130 154], [15 154], [174 57]
 5, Sample, 82.893063, 77.334071, 78.315573, 77.451799, 78.998627, 109532.265306, 77469.047402, 77348.455657, 77482.194064, 85457.990607, 0.000942, 0.002032, [104 2], [144 117], [190 142], [161 129]
 5, Novel, 75.966617, 81.190506, 21.929348, 78.561417, 64.411972, 58036.928782, 111650.775176, 58516.265820, 58583.921760, 71696.972884, 0.000938, , [150 38], [51 115], [19 50], [99 148]
 6, Sample, 80.823794, 31.165564, 76.542980, 82.893063, 67.856351, 109841.334630, 77239.439557, 58670.128903, 77690.421521, 80860.331153, 0.000878, 0.196765, [150 23], [142 148], [197 116], [90 19]
