
 1, Sample, 82.893063, 78.847809, 82.893063, 82.893063, 81.881750, 110105.355141, 77385.316541, 77337.874484, 77800.871104, 85657.354317, 0.000977, 0.144615, [149 124], [151 126], [79 70], [157 177]
 1, Novel, 77.185117, 21.761903, 15.010665, 75.729950, 47.421909, 76931.157272, 58524.236385, 58518.757605, 58723.112413, 63174.315919, 0.000730, , [124 113], [6 38], [149 179], [188 70]
 2, Sample, 82.893063, 82.893063, 78.356824, 77.240255, 80.345801, 109619.058748, 77547.136062, 77678.543056, 77798.230803, 85660.742167, 0.000957, 0.007634, [61 120], [102 94], [110 186], [190 190]
 2, Novel, 77.185117, 82.893063, 82.893063, 31.985585, 68.739207, 76931.157272, 58782.624733, 77539.947053, 111757.905194, 81252.908563, 0.000942, , [124 113], [155 96], [113 56], [61 11]
 3, Sample, 82.893063, 82.893063, 81.101794, 81.315335, 82.050814, 76301.238243, 77547.136062, 111824.893590, 112419.413200, 94523.170274, 0.000901, 0.145364, [128 59], [102 94], [92 105], [8 21]
 3, Novel, 76.713251, 21.761903, 82.893063, 18.614974, 49.995798, 76359.401905, 58524.236385, 77337.874484, 77299.411841, 72380.231154, 0.000672, , [46 143], [6 38], [79 70], [146 39]
 4, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 110105.355141, 111894.827276, 77337.874484, 77662.647374, 94250.176069, 0.000908, 0.051739, [149 124], [170 23], [79 70], [101 23]
 4, Novel, 76.713251, 79.337155, 20.112060, 76.737233, 63.224925, 76359.401905, 111690.443840, 77491.489977, 58987.249828, 81132.146388, 0.000819, , [46 143], [88 30], [60 183], [168 148]
 5, Sample, 82.893063, 77.307695, 77.898150, 78.079547, 79.044614, 109619.058748, 77504.316657, 77651.546707, 77405.396261, 85545.079593, 0.000941, 0.026201, [61 120], [192 40], [4 100], [149 179]
 5, Novel, 75.552078, 81.696206, 15.260981, 75.729950, 62.059804, 58447.633490, 111700.678465, 58782.972127, 58723.112413, 71913.599123, 0.000893, , [9 57], [72 103], [169 45], [188 70]
 6, Sample, 81.766059, 76.293950, 75.338101, 82.893063, 79.072793, 109401.800470, 77270.155957, 58820.103791, 77662.647374, 80788.676898, 0.001021, 0.280230, [15 154], [177 173], [76 46], [101 23]
 6, Novel, 82.893063, 77.307695, 16.799662, 19.912510, 49.228232, 110105.355141, 77504.316657, 58492.095349, 77187.563146, 80822.332573, 0.000574, , [149 124], [192 40], [153 96], [75 151]
 7, Sample, 76.713251, 79.337155, 77.867335, 82.893063, 79.202701, 76359.401905, 111690.443840, 77379.667199, 77266.725398, 85674.059586, 0.000949, 0.096742, [46 143], [88 30], [87 134], [108 150]
 7, Novel, 77.185117, 21.761903, 82.893063, 78.079547, 64.979907, 76931.157272, 58524.236385, 111883.700318, 77405.396261, 81186.122559, 0.000781, , [124 113], [6 38], [139 34], [149 179]
 8, Sample, 82.893063, 76.416372, 82.893063, 82.893063, 81.273891, 76301.238243, 58749.480177, 77539.947053, 77662.647374, 72563.328212, 0.001131, 0.258475, [128 59], [159 132], [113 56], [101 23]
 8, Novel, 81.766059, 21.761903, 15.010665, 75.729950, 48.567144, 109401.800470, 58524.236385, 58518.757605, 58723.112413, 71291.976718, 0.000666, , [15 154], [6 38], [149 179], [188 70]
 9, Sample, 82.893063, 82.893063, 77.020825, 82.893063, 81.425004, 109813.183328, 111894.827276, 77371.653495, 77266.725398, 94086.597374, 0.000891, 0.021211, [190 32], [170 23], [57 57], [108 150]
 9, Novel, 82.893063, 82.893063, 78.356824, 18.614974, 65.689481, 109619.058748, 58782.624733, 77678.543056, 77299.411841, 80844.909595, 0.000854, , [61 120], [155 96], [110 186], [146 39]
 10, Sample, 82.893063, 78.520361, 82.893063, 79.257139, 80.890907, 109619.058748, 77330.509470, 112218.025686, 77640.063675, 94201.914395, 0.000883, 0.224194, [61 120], [115 138], [112 95], [152 96]
 10, Novel, 21.383290, 79.337155, 19.758319, 77.240255, 49.429755, 76770.542097, 111690.443840, 77165.019325, 77798.230803, 85856.059016, 0.000559, , [47 49], [88 30], [118 131], [190 190]
 11, Sample, 77.185117, 82.893063, 82.893063, 75.729950, 79.675298, 76931.157272, 77547.136062, 77539.947053, 58723.112413, 72685.338200, 0.001108, 0.316446, [124 113], [102 94], [113 56], [188 70]
 11, Novel, 76.713251, 81.696206, 15.260981, 34.176035, 51.961618, 76359.401905, 111700.678465, 58782.972127, 112028.456259, 89717.877189, 0.000575, , [46 143], [72 103], [169 45], [84 88]
 12, Sample, 82.893063, 82.893063, 82.893063, 82.893063, 82.893063, 76301.238243, 77290.005306, 77337.874484, 112125.841546, 85763.739895, 0.000993, 0.016212, [128 59], [113 54], [79 70], [28 10]
 12, Novel, 82.893063, 78.520361, 77.867335, 82.893063, 80.543456, 109619.058748, 77330.509470, 77379.667199, 77800.871104, 85532.526630, 0.000961, , [61 120], [115 138], [87 134], [157 177]
 13, Sample, 82.893063, 81.696206, 82.893063, 82.893063, 82.593849, 109813.183328, 111700.678465, 112218.025686, 58777.475405, 98127.340721, 0.000909, 0.128671, [190 32], [72 103], [112 95], [37 138]
 13, Novel, 77.185117, 28.378649, 20.112060, 75.729950, 50.351444, 76931.157272, 111765.482408, 77491.489977, 58723.112413, 81227.810518, 0.000702, , [124 113], [77 126], [60 183], [188 70]
 14, Sample, 82.893063, 76.427917, 80.377428, 82.893063, 80.647868, 76605.199184, 77435.137402, 112102.996850, 58777.475405, 81230.202210, 0.001049, 0.241868, [3 184], [159 178], [60 61], [37 138]
 14, Novel, 14.638271, 77.307695, 77.867335, 34.176035, 50.997334, 57870.297370, 77504.316657, 77379.667199, 112028.456259, 81195.684371, 0.000640, , [8 200], [192 40], [87 134], [84 88]
 15, Sample, 75.195247, 82.893063, 82.893063, 82.893063, 80.968609, 58280.639691, 58782.624733, 112218.025686, 77800.871104, 76770.540304, 0.001126, 0.155964, [7 39], [155 96], [112 95], [157 177]
 15, Novel, 75.552078, 77.307695, 15.260981, 82.893063, 62.753454, 58447.633490, 77504.316657, 58782.972127, 112125.841546, 76715.190955, 0.000822, , [9 57], [192 40], [169 45], [28 10]
 16, Sample, 77.136719, 82.893063, 82.893063, 82.893063, 81.453977, 76817.482375, 58782.624733, 111883.700318, 112125.841546, 89902.412243, 0.000974, 0.338948, [165 135], [155 96], [139 34], [28 10]
